,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,gitlab_id,gitlab_url
47,MATPOWER,steady-state,"['gha', 'octave', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2026-03-11 01:08:43.300241,2026-03-10 23:35:29,2671.0,174.0,14.0,550.0,23.0,23,True,https://matpower.org/doc/,29.0,57.0,212.0,2025-07-13 02:31:28.000,8.1,6.0,6.0,,,718247.0,8106.0,,,,,,,,2.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2026-03-11 01:08:43.300241,4103.0,1.0,,,,,,
48,Grid2Op,mrl,"['gha', 'pypi', 'jupyter', 'python', 'for-profit']",,rte-france/Grid2Op,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/Grid2op/grid2op,https://l2rpn.chalearn.org/,2019-10-10 17:04:46,2026-04-16 04:13:36.000000,2026-02-04 16:33:24,3526.0,139.0,63.0,423.0,32.0,23,True,https://grid2op.readthedocs.io/en/latest/,20.0,339.0,330.0,2026-02-04 17:14:47.000,1.12.3,39.0,15.0,Grid2Op,,,4982.0,,,https://pypi.org/project/Grid2Op,4846.0,,,,1.0,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,10610.0,,1.0,,,Grid2op/grid2op,,
49,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2026-04-07 06:09:45.000000,2026-04-07 06:09:43,1026.0,72.0,23.0,221.0,36.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,20.0,177.0,91.0,2026-02-11 15:15:37.000,0.8.1,32.0,7.0,powerplantmatching,conda-forge/powerplantmatching,87.0,3492.0,86.0,86.0,https://pypi.org/project/powerplantmatching,1497.0,https://anaconda.org/conda-forge/powerplantmatching,2026-02-11 22:17:11.404,127681.0,2.0,,,,,,,,,,,
50,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2026-04-13 18:13:58.000000,2025-08-16 01:38:32,3574.0,51.0,97.0,162.0,39.0,23,True,https://docs.helics.org/en/latest/,14.0,2058.0,585.0,2025-02-28 08:41:58.000,3.6.1,106.0,,helics,conda-forge/helics,31962.0,5733.0,13.0,,https://pypi.org/project/helics,5174.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21737.0,1.0,,,,,,,2025-02-28 08:41:58.000,13.0,,,
51,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2026-04-16 15:28:56.000000,2026-04-16 14:12:03,875.0,18.0,95.0,90.0,41.0,23,True,https://powsybl.readthedocs.io/projects/pypowsybl/en/latest/,20.0,915.0,207.0,2026-04-16 15:28:56.000,1.15.0,51.0,36.0,pypowsybl,,482.0,11226.0,11.0,,https://pypi.org/project/pypowsybl,11219.0,,,,2.0,,,,,1.0,,2026-04-16 15:28:56.000,11.0,,,
52,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2026-04-16 12:12:12.000000,2026-04-16 06:49:56,1139.0,14.0,15.0,65.0,9.0,23,True,https://lightsim2grid.readthedocs.io/en/latest/,1.0,69.0,47.0,2026-04-14 09:18:09.000,0.13.0,40.0,52.0,LightSim2Grid,,301.0,30567.0,79.0,79.0,https://pypi.org/project/LightSim2Grid,30556.0,,,,2.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,530.0,1.0,,,,Grid2op/lightsim2grid,,
53,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nlr.gov/analysis/sienna,2017-11-03 21:11:22,2026-04-16 17:25:51.000000,2026-04-10 21:41:34,10887.0,80.0,68.0,314.0,50.0,22,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,18.0,1056.0,414.0,2026-03-21 18:11:02.000,0.33.5,100.0,181.0,,,,,,,,,,,,2.0,,,,,,,,,,,
54,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2026-04-16 14:57:37.000000,2026-04-15 12:44:21,2692.0,31.0,191.0,101.0,62.0,22,True,https://dynawo.github.io/docs/,9.0,2349.0,1539.0,2025-07-18 14:42:06.000,1.7.0,20.0,74.0,,,19960.0,229.0,,,,,,,,1.0,,,,,,,,,,,
55,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2026-04-16 09:49:12.000000,2026-04-16 09:49:11,5813.0,357.0,189.0,561.0,107.0,21,True,https://pypsa-eur.readthedocs.io/en/latest/,18.0,1489.0,457.0,2026-02-19 07:45:23.000,2026.02.0,21.0,117.0,,,,,,,,,,,,2.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,,,,,
56,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-11-24 17:12:08.000000,2025-11-24 17:12:07,364.0,119.0,36.0,403.0,22.0,21,True,http://rwl.github.io/PYPOWER/index.html,22.0,51.0,15.0,2025-07-10 17:17:14.000,5.1.19,14.0,,PYPOWER,invenia/pypower,,30437.0,157.0,157.0,https://pypi.org/project/PYPOWER,30407.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3207.0,2.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,41.0,,,,,,,
57,PyOptInterface,opl,"['gha', 'pypi', 'jupyter', 'python', 'volunteer']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2026-04-07 11:27:47.000000,2026-04-07 11:24:51,557.0,26.0,5.0,311.0,6.0,21,True,https://metab0t.github.io/PyOptInterface/,7.0,32.0,37.0,,,,81.0,pyoptinterface,,,8680.0,21.0,21.0,https://pypi.org/project/pyoptinterface,8680.0,,,,3.0,,,,,,,,,,,
58,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,BSD-3,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2026-04-16 05:30:30.000000,2025-05-28 20:17:33,4426.0,121.0,408.0,203.0,78.0,21,True,https://gridlab-d.readthedocs.io/en/docs/,24.0,212.0,1122.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,8757.0,90.0,,,,,,,,2.0,,,,,,,,,,,
59,Gurobi OptiMods,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2026-04-09 13:17:24.000000,2026-04-09 12:56:23,726.0,37.0,21.0,175.0,17.0,21,True,https://gurobi-optimods.readthedocs.io/en/stable/,10.0,97.0,62.0,2026-04-09 12:53:51.000,3.1.0,15.0,12.0,gurobi-optimods,,,215.0,10.0,10.0,https://pypi.org/project/gurobi-optimods,215.0,,,,2.0,,,,,,,,,,,
60,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2026-03-29 20:32:57.000000,2026-03-29 20:32:56,573.0,21.0,5.0,138.0,6.0,21,True,https://predict-epfl.github.io/piqp/,9.0,19.0,15.0,2025-09-16 10:29:21.000,0.6.2,18.0,12.0,piqp,conda-forge/piqp,1092.0,33272.0,52.0,52.0,https://pypi.org/project/piqp,23599.0,https://anaconda.org/conda-forge/piqp,2026-01-09 15:10:36.438,308521.0,3.0,,,,,1.0,,,,,,
61,SimBench,data,"['python', 'pypi', 'conda', 'jupyter', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2026-04-02 16:45:19.000000,2026-04-02 16:40:03,191.0,36.0,5.0,133.0,6.0,21,True,https://simbench.readthedocs.io/en/stable/,6.0,30.0,32.0,2025-04-13 10:10:36.000,1.6.1,11.0,24.0,simbench,conda-forge/simbench,,8568.0,50.0,50.0,https://pypi.org/project/simbench,8568.0,https://anaconda.org/conda-forge/simbench,,,2.0,,,,,,,,,,,
62,GridPath,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2026-04-16 17:25:06.000000,2026-04-16 15:12:35,1663.0,63.0,48.0,128.0,13.0,21,True,https://gridpath.readthedocs.io/en/latest/,12.0,997.0,294.0,2026-03-18 18:57:46.000,2026.2.0,43.0,27.0,GridPath,,1394.0,322.0,5.0,5.0,https://pypi.org/project/GridPath,303.0,,,,2.0,,,,,,,,,,,
63,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2026-02-26 06:34:19.000000,2024-03-29 05:10:43,451.0,24.0,14.0,109.0,3.0,21,False,https://dss-extensions.org/OpenDSSDirect.py/,12.0,32.0,99.0,2024-03-29 06:18:05.000,0.9.4,19.0,,OpenDSSDirect.py,,,16498.0,79.0,79.0,https://pypi.org/project/OpenDSSDirect.py,16498.0,,,,1.0,,,,,,,,,,,
64,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2026-04-14 18:34:41.000000,2026-02-05 19:46:48,2389.0,41.0,36.0,48.0,31.0,21,True,https://tesp.readthedocs.io/en/latest/,15.0,65.0,96.0,2026-02-05 19:34:05.000,1.3.7,55.0,70.0,tesp_support,,508.0,430.0,2.0,2.0,https://pypi.org/project/tesp_support,426.0,,,,2.0,,,,,,,2026-02-05 19:34:05.000,,,,
65,py-dss-interface,intf,"['pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2026-04-15 10:34:10.000000,2026-04-15 10:34:10,716.0,12.0,1.0,43.0,7.0,21,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,50.0,56.0,2026-02-16 15:33:33.000,2.3.0,25.0,20.0,py-dss-interface,,38.0,4989.0,54.0,41.0,https://pypi.org/project/py-dss-interface,4989.0,,,,1.0,,,,,,,2026-02-16 15:20:40.000,13.0,,,
66,ECOS,ops,"['pypi', 'conda', 'python', 'julia', 'c', 'octave', 'r', 'university']",,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2025-11-06 08:27:49.404000,2022-01-04 22:33:07,622.0,124.0,63.0,542.0,40.0,20,False,https://github.com/embotech/ecos/wiki,32.0,65.0,95.0,,,9.0,,ecos,conda-forge/ecos,,1023553.0,,,https://pypi.org/project/ecos,1004963.0,https://anaconda.org/conda-forge/ecos,2025-11-06 08:27:49.404,1208369.0,3.0,,,,,-4.0,,,,,,
67,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2026-04-16 15:27:01.000000,2026-04-16 15:27:01,6420.0,302.0,231.0,333.0,90.0,20,True,https://pypsa-earth.readthedocs.io/,12.0,1074.0,391.0,2025-12-24 14:16:28.000,0.8.0,14.0,42.0,,,,,,,,,,,,2.0,,,,,,,,,,,
68,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2026-04-08 09:10:37.000000,2026-02-16 13:12:05,888.0,19.0,,83.0,9.0,20,True,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,50.0,2024-05-23 16:41:59.000,0.14.0,25.0,3.0,amplpy,conda-forge/amplpy,,37141.0,137.0,137.0,https://pypi.org/project/amplpy,29307.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,532763.0,3.0,,,,,,,,,,,
69,DPsim,emt,"['gha', 'pypi', 'jupyter', 'python', 'c', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2026-04-15 11:14:56.000000,2026-04-15 11:09:19,4861.0,70.0,70.0,122.0,40.0,19,True,https://dpsim.fein-aachen.org/docs/,12.0,289.0,101.0,2025-12-10 15:23:09.000,1.2.1,1.0,4.0,dpsim,,,100.0,14.0,14.0,https://pypi.org/project/dpsim,100.0,,,,1.0,,,,,,,,,,,
70,PowSyBl Diagram,vis,"['gha', 'java', 'jupyter', 'for-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2026-04-16 08:18:19.000000,2026-04-01 14:20:21,618.0,22.0,64.0,111.0,35.0,19,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,19.0,605.0,134.0,2026-04-01 16:31:51.000,5.3.0,57.0,29.0,,,,,33.0,33.0,,,,,,1.0,,,,,,,,,,,
71,matpowercaseframes,intf,"['gha', 'python', 'pypi', 'jupyter', 'university']",,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2026-04-01 23:00:43.000000,2026-04-01 23:00:42,271.0,3.0,6.0,6.0,9.0,19,True,,,30.0,8.0,2026-03-09 23:23:54.000,2.0.3,3.0,28.0,matpowercaseframes,,,26349.0,37.0,37.0,https://pypi.org/project/matpowercaseframes,26349.0,,,,1.0,,,,,,,,,,,
72,PowerModels.jl,steady-state,"['gha', 'julia', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2026-04-13 23:19:20.000000,2026-04-13 23:15:40,1020.0,162.0,84.0,461.0,32.0,18,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,21.0,495.0,423.0,2025-08-12 01:35:46.000,0.21.5,80.0,6.0,,,,,,,,,,,,2.0,,,,,,,,,,,
73,PyPSA-USA,steady-state,"['gha', 'python', 'jupyter', 'university']",,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2026-04-13 18:39:27.000000,2026-02-10 19:17:33,2361.0,45.0,100.0,123.0,16.0,18,True,https://pypsa-usa.readthedocs.io/en/latest/,5.0,355.0,286.0,2026-02-10 19:20:20.000,0.8.0,9.0,12.0,,,,,,,,,,,,2.0,,,,,,,,,,,
74,REopt,steady-state,"['gha', 'python', 'julia', 'lab']",,NatLabRockies/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NatLabRockies/REopt_API,https://www.nlr.gov/reopt/,2018-12-17 21:24:59,2026-04-16 15:48:27.000000,2026-03-06 16:34:22,5839.0,65.0,44.0,120.0,25.0,18,True,https://github.com/NatLabRockies/REopt_API/wiki,7.0,627.0,42.0,2026-03-06 16:35:46.000,3.18.0,72.0,14.0,,,574.0,7.0,,,,,,,,2.0,,,,,,,,,,,
75,OpenIPSL,phasor,"['gha', 'modelica', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2026-04-13 14:22:49.000000,2026-04-13 14:22:49,1917.0,65.0,12.0,105.0,36.0,18,True,https://doc.openipsl.org,20.0,254.0,124.0,2026-02-25 16:09:23.000,3.1.0,16.0,29.0,,,511.0,4.0,,,,,,,,2.0,,,,,,,,,,,
76,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2026-04-16 16:03:02.000000,2026-04-09 19:26:29,1260.0,22.0,48.0,78.0,19.0,18,True,https://lanl-ansi.github.io/GasModels.jl/latest/,7.0,144.0,135.0,2026-02-26 22:01:50.000,0.12.0,31.0,77.0,,,,,,,,,,,,3.0,,,,,,,,,,,
77,STEPS,phasor,"['c', 'pypi', 'python', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2026-02-02 03:19:10.000000,2026-02-02 02:05:27,799.0,22.0,,69.0,9.0,18,True,https://github.com/changgang/steps/wiki/,6.0,,3.0,2026-02-02 03:21:35.000,2.3.0,6.0,19.0,stepspy,,76.0,179.0,7.0,7.0,https://pypi.org/project/stepspy,178.0,,,,2.0,,,,,,,,,,,
78,GridPACK,phasor,"['c', 'gha', 'python', 'lab']",,GridOPTICS/GridPACK,BSD-3,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2026-04-09 02:44:09.000000,2026-04-09 02:44:09,3315.0,23.0,18.0,61.0,58.0,18,True,https://github.com/GridOPTICS/GridPACK/wiki,15.0,123.0,119.0,2026-03-24 15:40:43.000,3.6,7.0,113.0,,,654.0,5.0,,,,,,,,2.0,,,,,,,,,,,
79,openTEPES,steady-state,"['pypi', 'python', 'jupyter', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2026-04-16 15:00:16.000000,2026-04-16 15:00:12,3362.0,28.0,4.0,54.0,10.0,18,True,https://opentepes.readthedocs.io/en/latest/index.html,4.0,93.0,13.0,2026-02-24 11:07:01.000,4.18.15,117.0,172.0,openTEPES,,120.0,683.0,,,https://pypi.org/project/openTEPES,682.0,,,,2.0,,,,,,,2026-04-10 08:58:59.000,,,,
80,Prescient,steady-state,"['gha', 'pypi', 'python']",,grid-parity-exchange/Prescient,BSD-3,Production cost modeling for power generation and distribution networks.,https://github.com/grid-parity-exchange/Prescient,https://github.com/grid-parity-exchange/Prescient,2020-06-02 22:42:14,2025-10-06 15:33:27.000000,2025-10-06 15:33:26,263.0,16.0,17.0,40.0,11.0,18,True,https://prescient.readthedocs.io/,7.0,123.0,47.0,2023-04-04 01:31:36.000,2.2.2,5.0,,gridx-prescient,,,21560.0,11.0,11.0,https://pypi.org/project/gridx-prescient,21560.0,,,,2.0,,,,,,,,,,,
81,dsgrid,dataman,"['gha', 'python', 'pypi', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2026-04-16 18:45:35.000000,2026-03-31 16:08:01,2038.0,5.0,63.0,33.0,6.0,18,True,https://dsgrid.github.io/dsgrid,4.0,268.0,86.0,2026-03-31 17:21:34.000,0.4.0,6.0,63.0,dsgrid,,,40.0,,,https://pypi.org/project/dsgrid,40.0,,,,1.0,,,,,,,,,,,
