,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,paper_id,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,paper_cited_by_count,recent_commit_count,julia_id,pypi_id,conda_id,github_release_downloads,monthly_downloads,pypi_url,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,julia_url,julia_monthly_downloads,julia_total_downloads,upstream_projectrank,julia_adjustment,citation_adjustment,bestps_adjustment,projectrank_placing,github_dependent_project_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id,gitlab_id,gitlab_url
42,PyPSA-Eur,steady-state,"['python', 'gha', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2026-08-26 18:35:39.000000,2026-08-25 19:24:33,5899.0,407.0,241.0,608.0,114.0,30,True,"['10.1016/j.esr.2018.08.012', '10.1016/j.joule.2023.06.016', '10.1016/j.joule.2022.04.016']",https://pypsa-eur.readthedocs.io/en/latest/,16.0,1595.0,471.0,2026-08-19 09:54:50.000,2026.08.0,22.0,807.0,73.0,,,,,,,,,,,,,,,,,21.0,0.0,9.0,9.0,2.0,,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,,
43,DPsim,electro-mechanical,"['cpp', 'gha', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2026-08-25 12:41:24.000000,2026-08-25 12:34:31,5422.0,86.0,108.0,135.0,46.0,30,True,"['10.1016/j.softx.2019.100253', '10.1109/OSMSES58477.2023.10089718', '10.1049/tje2.12208', '10.1109/OSMSES54027.2022.9769135', '10.3390/en14237989', '10.3390/en14071860', '10.3390/en13153879', '10.1109/ICCEP.2017.8004805', '10.1109/EI2.2017.8245739']",https://dpsim.fein-aachen.org/docs/,12.0,481.0,134.0,2026-08-14 17:09:36.000,1.4.0,12.0,128.0,523.0,,dpsim,,,1090.0,https://pypi.org/project/dpsim,2026-08-14 17:09:36.000,3.0,,1090.0,,,,,,,23.0,0.0,7.159,7.0,1.0,3.0,,,,,,,,,
44,PowerModels.jl,steady-state,"['julia', 'gha', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2026-08-19 00:13:29.000000,2026-08-14 00:35:53,1026.0,166.0,93.0,478.0,32.0,29,True,10.23919/PSCC.2018.8442948,https://lanl-ansi.github.io/PowerModels.jl/stable/,22.0,506.0,424.0,2026-05-06 01:17:56.000,0.21.6,81.0,14.0,3.0,PowerModels,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerModels,5206.0,44988.0,19.0,7.0,3.332,10.0,2.0,,,,,,,,,,
45,CVXOPT,ops,"['python', 'c', 'gha', 'university']",,cvxopt/cvxopt,GPL-3,Python Software for Convex Optimization.,https://github.com/cvxopt/cvxopt,https://cvxopt.org/,2013-02-22 22:14:31,2026-08-08 09:03:51.708000,2026-03-02 19:44:15,64.0,216.0,43.0,1039.0,10.0,28,True,,http://cvxopt.org/userguide/,37.0,77.0,155.0,2026-02-10 00:08:27.000,1.3.3,18.0,,,,cvxopt,conda-forge/cvxopt,,1204239.0,https://pypi.org/project/cvxopt,2026-02-09 23:59:58.000,15377.0,481.0,1172956.0,https://anaconda.org/conda-forge/cvxopt,2026-08-08 09:03:51.708,2189863.0,,,,28.0,0.0,0.0,0.0,2.0,14896.0,,,,,,,,,
46,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,Sienna-Platform/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/Sienna-Platform/PowerSimulations.jl,https://www.nlr.gov/analysis/sienna,2017-11-03 21:11:22,2026-08-24 22:20:18.000000,2026-08-18 16:44:00,11228.0,87.0,34.0,318.0,58.0,28,True,,https://nrel-sienna.github.io/PowerSimulations.jl/latest,18.0,1102.0,449.0,2026-08-18 17:09:32.000,0.38.3,100.0,,149.0,PowerSimulations,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerSimulations,950.0,8917.0,22.0,6.163,0.0,6.0,2.0,,1.0,,,,,,,,
47,PowerSimulationsDynamics.jl,electro-mechanical,"['julia', 'gha', 'lab']",,Sienna-Platform/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/Sienna-Platform/PowerSimulationsDynamics.jl,https://www.nlr.gov/analysis/sienna,2020-07-16 19:36:16,2026-08-13 20:47:00.000000,2026-08-12 16:32:37,2426.0,57.0,44.0,220.0,18.0,28,True,"['arXiv:2308.02921', '10.1109/TPWRS.2023.3303291']",https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,9.0,259.0,104.0,2026-08-12 16:53:58.000,0.16.2,47.0,83.0,7.0,PowerSimulationsDynamics,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerSimulationsDynamics,101.0,2600.0,17.0,3.922,6.726,11.0,2.0,,1.0,,,,,,,,
48,PyPSA-Earth,steady-state,"['python', 'gha', 'community']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2026-08-26 18:55:24.000000,2026-08-26 10:50:52,6495.0,340.0,297.0,361.0,98.0,27,True,10.1016/j.apenergy.2023.121096,https://pypsa-earth.readthedocs.io/,14.0,1192.0,434.0,2025-12-24 14:16:28.000,0.8.0,14.0,78.0,60.0,,,,,,,,,,,,,,,,,20.0,0.0,6.664,7.0,2.0,,,,,,,,,,
49,Xopt,ops,"['python', 'gha', 'lab']",,xopt-org/Xopt,MPL-2.0,Flexible high-level optimization in Python.,https://github.com/xopt-org/Xopt,https://github.com/xopt-org/Xopt,2019-04-02 03:28:40,2026-08-20 00:45:08.000000,2026-08-20 00:45:08,2848.0,39.0,20.0,95.0,28.0,27,True,10.18429/JACoW-IPAC2023-THPL164,https://xopt.xopt.org/index.html,3.0,365.0,83.0,2026-07-31 17:45:21.000,3.2.1,67.0,9.0,169.0,,xopt,conda-forge/xopt,,6210.0,https://pypi.org/project/xopt,2026-07-31 17:45:21.000,40.0,12.0,4725.0,https://anaconda.org/conda-forge/xopt,2026-08-01 02:49:12.700,95089.0,,,,24.0,0.0,2.89,3.0,3.0,28.0,,,,,,,,,
50,ExaModels,opl,"['julia', 'gha', 'lab']",,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/madsuite-org/ExaModels.jl,https://github.com/madsuite-org/ExaModels.jl,2023-03-28 20:02:20,2026-08-18 23:34:08.000000,2026-08-18 19:50:21,270.0,14.0,12.0,83.0,16.0,27,True,10.1016/j.epsr.2024.110651,https://exanauts.github.io/ExaModels.jl/stable/,4.0,257.0,45.0,2026-08-14 16:56:29.000,0.12.0,21.0,29.0,53.0,ExaModels,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/ExaModels,380.0,3151.0,16.0,5.247,5.447,11.0,3.0,,1.0,,,,,,madsuite-org/ExaModels.jl,,
51,GridStatus,dataman,"['python', 'gha', 'for-profit']",,gridstatus/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/gridstatus/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20,2026-08-25 01:45:12.000000,2026-08-25 01:45:09,893.0,85.0,51.0,440.0,47.0,26,True,,https://docs.gridstatus.io/en/latest/,8.0,799.0,107.0,2026-04-21 02:05:40.000,0.36.0,38.0,,43.0,,gridstatus,services/gridstatus,,80431.0,https://pypi.org/project/gridstatus,2026-04-21 02:05:40.000,35.0,2.0,80430.0,https://anaconda.org/services/gridstatus,2025-03-25 16:20:32.129,51.0,,,,26.0,0.0,0.0,0.0,1.0,33.0,,,,,,,,,
52,VeraGrid,emt,"['python', 'gha', 'for-profit']",,SanPen/VeraGrid,MPL-2.0,"Cross-platform power systems software, power flows, investments analysis, optimization and plenty of other stuff.",https://github.com/SanPen/VeraGrid,https://eroots.tech/veragrid-gslv,2016-01-13 15:40:10,2026-08-25 21:30:18.000000,2026-08-25 21:29:55,16196.0,132.0,10.0,592.0,59.0,25,True,,https://veragrid.readthedocs.io/en/latest/?badge=latest,36.0,159.0,295.0,2026-08-21 19:11:28.000,6.5.0,33.0,,29.0,,veragrid,,62.0,1622.0,https://pypi.org/project/veragrid,2025-08-27 07:46:25.000,,,1622.0,,,,,,,25.0,0.0,0.0,0.0,1.0,,,,,,,,,,
53,Clarabel.rs,ops,"['rust', 'gha', 'university']",,oxfordcontrol/Clarabel.rs,Apache-2,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2026-04-13 08:08:29.000000,2026-04-13 08:08:26,630.0,48.0,24.0,591.0,11.0,25,True,arXiv:2405.12762,https://oxfordcontrol.github.io/ClarabelDocs/stable/,13.0,158.0,51.0,2025-06-11 16:48:58.000,0.11.1,18.0,0.0,,,clarabel,conda-forge/clarabel,,5505284.0,https://pypi.org/project/clarabel,2025-06-11 16:48:58.000,136.0,43.0,5491613.0,https://anaconda.org/conda-forge/clarabel,2025-12-17 09:55:56.799,464831.0,,,,24.0,0.0,1.0,1.0,3.0,93.0,,,,,,,,,
54,Grid2Op,mrl,"['python', 'gha', 'for-profit']",,Grid2op/grid2op,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/Grid2op/grid2op,https://l2rpn.chalearn.org/,2019-10-10 17:04:46,2026-06-19 07:01:14.000000,2026-06-18 13:59:57,3596.0,146.0,63.0,462.0,33.0,25,True,,https://grid2op.readthedocs.io/en/latest/,19.0,354.0,345.0,2026-06-18 15:07:05.000,1.12.5,98.0,,15.0,,Grid2Op,,1.0,16287.0,https://pypi.org/project/Grid2Op,2026-06-18 15:07:05.000,9.0,9.0,16144.0,,,,,,,25.0,0.0,0.0,0.0,1.0,,,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,11739.0,1.0,,,
55,MadNLP,ops,"['julia', 'gha', 'lab']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/madsuite-org/MadNLP.jl,https://github.com/madsuite-org/MadNLP.jl,2020-09-16 23:07:35,2026-08-24 08:01:46.000000,2026-08-24 08:01:46,676.0,32.0,36.0,250.0,21.0,25,True,"['arXiv:2307.16830', 'arXiv:2010.02404']",https://madnlp.github.io/MadNLP.jl/stable/,13.0,494.0,109.0,2026-05-31 11:24:56.000,0.10.1,35.0,0.0,13.0,MadNLP,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/MadNLP,846.0,14732.0,18.0,6.047,1.0,7.0,3.0,,,,,,,,madsuite-org/MadNLP.jl,,
56,powerplantmatching,dataman,"['python', 'gha', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2026-08-16 19:28:06.000000,2026-08-16 19:28:05,1034.0,73.0,27.0,228.0,37.0,25,True,10.1016/j.esr.2018.11.004,https://atlite.readthedocs.io/en/master/?badge=master,21.0,192.0,93.0,2026-02-11 15:18:15.000,0.8.1,35.0,2.0,5.0,,powerplantmatching,conda-forge/powerplantmatching,88.0,8521.0,https://pypi.org/project/powerplantmatching,2026-02-11 15:18:15.000,89.0,,6024.0,https://anaconda.org/conda-forge/powerplantmatching,2026-02-11 22:17:11.404,169826.0,,,,24.0,0.0,1.288,1.0,2.0,89.0,,,,,,,,,
57,PowSyBl Core,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2026-08-27 19:00:07.000000,2026-08-27 06:54:44,3845.0,73.0,266.0,182.0,132.0,25,True,,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,22.0,3335.0,558.0,2026-06-29 15:03:46.000,7.3.0,100.0,,69.0,,,,,,,,97.0,,,,,,,,,25.0,0.0,0.0,0.0,2.0,97.0,,,,,,,,,
58,PIQP,ops,"['cpp', 'gha', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2026-05-16 11:37:20.000000,2026-05-16 11:37:15,578.0,22.0,5.0,146.0,6.0,25,True,10.1109/CDC49753.2023.10383915,https://predict-epfl.github.io/piqp/,9.0,19.0,16.0,2026-05-11 16:39:47.000,0.6.3,19.0,19.0,,,piqp,conda-forge/piqp,1397.0,88951.0,https://pypi.org/project/piqp,2026-05-11 16:39:47.000,67.0,13.0,78906.0,https://anaconda.org/conda-forge/piqp,2026-05-14 19:21:54.997,360354.0,,,,21.0,0.0,4.485,4.0,3.0,54.0,,,,,,,,,
59,PyPowSyBl,intf,"['python', 'java', 'gha', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2026-08-27 12:52:40.000000,2026-08-27 12:52:38,932.0,26.0,91.0,101.0,48.0,25,True,,https://powsybl.readthedocs.io/projects/pypowsybl/en/latest/,20.0,979.0,225.0,2026-07-22 11:58:55.000,1.16.1,53.0,,45.0,,pypowsybl,,746.0,27319.0,https://pypi.org/project/pypowsybl,2026-07-22 11:58:55.000,15.0,15.0,27308.0,,,,,,,25.0,0.0,0.0,0.0,1.0,,,,,,,,,,
60,PowerNetworkMatrices.jl,steady-state,"['gha', 'julia', 'lab']",,Sienna-Platform/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/Sienna-Platform/PowerNetworkMatrices.jl,https://www.nlr.gov/analysis/sienna,2022-11-16 21:59:51,2026-08-27 20:53:13.000000,2026-08-17 18:34:11,1519.0,22.0,34.0,30.0,16.0,25,True,,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,4.0,218.0,96.0,2026-07-30 04:52:44.000,0.24.3,50.0,,76.0,PowerNetworkMatrices,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerNetworkMatrices,1842.0,10073.0,18.0,6.825,0.0,7.0,2.0,,,,,,,,,,
61,CBC,ops,"['cpp', 'gha', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2026-08-26 22:15:37.000000,2026-06-25 14:09:18,2751.0,142.0,164.0,1008.0,35.0,24,True,,https://coin-or.github.io/Cbc/Doxygen/,40.0,98.0,395.0,2026-08-14 19:28:34.000,2.933,16.0,,12.0,,,conda-forge/coincbc,366241.0,29158.0,,,,,,https://anaconda.org/conda-forge/coincbc,2026-05-12 11:46:24.208,1746473.0,,,,24.0,0.0,0.0,0.0,3.0,,,,,,,,,,
62,RSOME,opl,"['python', 'gha', 'university']",,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,62.0,7.0,347.0,3.0,24,True,"['10.1287/ijoc.2023.1291', '10.1287/mnsc.2020.3603']",https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,270.0,,,rsome,,,845.0,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,4.0,845.0,,,,,,,16.0,0.0,7.905,8.0,3.0,,,,,,,,,,
63,PyOptInterface,opl,"['python', 'cpp', 'gha']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2026-08-11 10:33:17.000000,2026-07-22 02:13:38,565.0,28.0,11.0,315.0,8.0,24,True,10.1109/TPWRS.2024.3483489,https://metab0t.github.io/PyOptInterface/,7.0,41.0,37.0,2026-03-27 07:58:44.000,0.6.1,18.0,4.0,6.0,,pyoptinterface,,,8448.0,https://pypi.org/project/pyoptinterface,2026-03-27 07:58:44.000,32.0,8.0,8448.0,,,,,,,22.0,0.0,1.981,2.0,3.0,24.0,,,,,,,,,
64,openTEPES,steady-state,"['python', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2026-08-27 19:04:04.000000,2026-08-27 17:35:03,3803.0,28.0,4.0,56.0,10.0,24,True,10.1016/j.softx.2022.101070,https://opentepes.readthedocs.io/en/latest/index.html,4.0,146.0,16.0,2026-04-10 08:58:59.000,4.18.16,118.0,27.0,345.0,,openTEPES,,123.0,798.0,https://pypi.org/project/openTEPES,2026-08-05 16:44:06.000,,,797.0,,,,,,,19.0,0.0,4.762,5.0,2.0,,,,,,,,,,
65,PowerFlows.jl,steady-state,"['gha', 'julia', 'lab']",,Sienna-Platform/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/Sienna-Platform/PowerFlows.jl,https://www.nlr.gov/analysis/sienna,2022-03-08 18:40:14,2026-08-27 17:12:51.000000,2026-08-22 02:10:32,647.0,24.0,31.0,31.0,18.0,24,True,,https://nrel-sienna.github.io/PowerFlows.jl/dev/,4.0,258.0,144.0,2026-08-21 18:22:18.000,0.25.1,42.0,,170.0,PowerFlows,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerFlows,1354.0,7207.0,17.0,6.518,0.0,7.0,2.0,,,,,,,,,,
66,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2026-04-29 09:02:43.000000,2026-04-14 16:23:53,927.0,30.0,13.0,281.0,13.0,23,True,arXiv:2405.12762,https://clarabel.org,5.0,159.0,63.0,2026-04-14 16:30:16.000,0.11.1,18.0,0.0,,Clarabel,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/Clarabel,1658.0,54079.0,15.0,6.72,1.0,8.0,3.0,,,,,,,,,,
67,EGRET,steady-state,"['python', 'gha', 'lab']",,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2026-05-29 22:04:04.000000,2026-05-29 22:04:04,1111.0,67.0,52.0,168.0,42.0,23,True,10.1287/ijoc.2019.0944,,13.0,249.0,38.0,2026-05-29 22:03:12.000,0.6.2,9.0,152.0,,,,,,,,,,,,,,,,,,16.0,0.0,7.331,7.0,2.0,,,,,,,,,,
68,Clp,ops,"['cpp', 'gha', 'non-profit']",,coin-or/Clp,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Clp,https://www.coin-or.org/,2019-03-02 20:36:34,2026-08-12 21:49:08.000000,2026-07-15 13:09:18,2205.0,96.0,44.0,492.0,28.0,22,True,,https://coin-or.github.io/Clp/,16.0,69.0,167.0,2026-03-11 20:23:42.000,releases/1.17.11,10.0,,5.0,,,conda-forge/coin-or-clp,17243.0,25476.0,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2026-05-11 18:43:15.435,1794760.0,,,,22.0,0.0,0.0,0.0,3.0,,,,,,,,,,
69,Tulip,ops,"['julia', 'gha', 'university']",,ds4dm/Tulip.jl,MPL-2.0,Interior-point solver in pure Julia.,https://github.com/ds4dm/Tulip.jl,https://github.com/ds4dm/Tulip.jl,2018-04-27 13:17:04,2026-04-19 23:27:29.000000,2026-04-19 23:24:07,382.0,24.0,18.0,163.0,12.0,22,True,10.1007/s12532-020-00200-8,https://ds4dm.github.io/Tulip.jl/stable/,7.0,123.0,29.0,2025-09-29 19:03:10.000,0.9.8,26.0,13.0,,Tulip,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/Tulip,655.0,12311.0,14.0,5.791,2.565,8.0,3.0,,,,,,,,,,
70,GridPath,steady-state,"['python', 'gha', 'for-profit']",,sylvan-energy/gridpath,Apache-2,Power system planning and operations.,https://github.com/sylvan-energy/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2026-08-25 00:12:03.000000,2026-08-25 00:12:03,1745.0,66.0,57.0,137.0,16.0,22,True,,https://gridpath.readthedocs.io/en/latest/,12.0,1068.0,295.0,2026-08-03 20:55:04.000,2026.8.0,50.0,,59.0,,GridPath,,1427.0,520.0,https://pypi.org/project/GridPath,2026-08-03 20:55:04.000,5.0,,501.0,,,,,,,22.0,0.0,0.0,0.0,2.0,5.0,,,,,,,,,
71,Dynaωo,electro-mechanical,"['cpp', 'modelica', 'gha', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2026-08-27 14:55:22.000000,2026-07-28 11:29:50,2749.0,33.0,235.0,110.0,63.0,22,True,,https://dynawo.github.io/docs/,8.0,2428.0,1567.0,2025-07-18 14:42:06.000,1.7.0,20.0,,53.0,,,,30981.0,340.0,,,,,,,,,,,,22.0,0.0,0.0,0.0,2.0,,,,,,,,,,
72,STEPS,electro-mechanical,"['cpp', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2026-08-24 05:15:23.000000,2026-02-02 02:05:27,799.0,24.0,,74.0,9.0,22,True,"['10.1109/TPWRS.2020.3045102', '10.1016/j.ijepes.2023.109509', '10.1016/j.ijepes.2025.110651']",https://github.com/changgang/steps/wiki/,6.0,,3.0,2026-02-02 03:21:35.000,2.3.0,46.0,58.0,,,stepspy,,90.0,265.0,https://pypi.org/project/stepspy,2026-08-24 05:15:23.000,7.0,,264.0,,,,,,,16.0,0.0,6.22,6.0,2.0,7.0,,,,,,,,,
73,MOST,steady-state,"['octave', 'matlab', 'gha', 'university']",,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2026-08-04 21:17:13.000000,2026-08-04 21:11:06,253.0,14.0,8.0,40.0,2.0,22,True,"['10.1109/TPWRS.2010.2051168', '10.1109/TSG.2013.2281001']",https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,4.0,9.0,37.0,2025-07-12 21:38:08.000,1.3.1,6.0,7062.0,4.0,,,,,,,,,,,,,,,,,12.0,0.0,10.0,10.0,2.0,,,,,,,,,,
74,GridLAB-D,steady-state,"['cpp', 'gha', 'lab']",,gridlab-d/gridlab-d,BSD-3,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2026-07-31 05:02:49.000000,2025-05-28 20:17:33,4426.0,126.0,410.0,216.0,77.0,21,True,,https://gridlab-d.readthedocs.io/en/docs/,24.0,225.0,1155.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,,,9330.0,92.0,,,,,,,,,,,,21.0,0.0,0.0,0.0,2.0,,,,,,,,,,
75,AMPLPY,intf,"['python', 'gha', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2026-07-21 21:22:54.000000,2026-07-21 19:11:08,896.0,20.0,,86.0,9.0,21,True,,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,51.0,2026-07-21 19:28:34.000,0.18.0,189.0,,5.0,,amplpy,conda-forge/amplpy,,37472.0,https://pypi.org/project/amplpy,2026-07-21 21:22:54.000,153.0,14.0,29368.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,583530.0,,,,21.0,0.0,0.0,0.0,1.0,139.0,,,,,,,,,
76,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2026-08-27 21:48:42.000000,2026-08-14 16:17:57,1419.0,24.0,48.0,80.0,19.0,21,True,,https://lanl-ansi.github.io/GasModels.jl/latest/,6.0,170.0,147.0,2026-07-30 14:00:05.000,0.13.4,36.0,,50.0,GasModels,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/GasModels,47.0,1275.0,18.0,3.157,0.0,3.0,3.0,,,,,,,,,,
77,LightSim2Grid,steady-state,"['cpp', 'gha', 'for-profit']",,Grid2op/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2026-08-25 19:37:20.000000,2026-04-21 11:47:15,1163.0,15.0,16.0,71.0,9.0,21,True,,https://lightsim2grid.readthedocs.io/en/latest/,1.0,119.0,47.0,2026-04-22 06:49:47.000,0.13.1,47.0,,,,LightSim2Grid,,301.0,18814.0,https://pypi.org/project/LightSim2Grid,2026-08-22 15:25:57.000,102.0,13.0,18792.0,,,,,,,21.0,0.0,0.0,0.0,2.0,89.0,,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,1398.0,,,,
78,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX.jl,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2026-08-03 17:25:47.000000,2026-01-09 19:17:31,1135.0,146.0,72.0,362.0,37.0,20,True,,https://genxproject.github.io/GenX/dev/,18.0,577.0,262.0,2025-07-11 18:02:01.000,0.4.5,17.0,,,GenX,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/GenX,33.0,610.0,17.0,2.803,0.0,3.0,3.0,,,,,,,,,,
79,SimBench,data,"['python', 'gha', 'university', 'non-profit']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2026-04-02 16:45:19.000000,2026-04-02 16:40:03,191.0,38.0,6.0,141.0,6.0,20,True,,https://simbench.readthedocs.io/en/stable/,6.0,30.0,33.0,2026-04-24 07:05:13.000,1.6.2,12.0,,,,simbench,conda-forge/simbench,,8159.0,https://pypi.org/project/simbench,2026-04-02 15:04:35.000,66.0,15.0,8159.0,https://anaconda.org/conda-forge/simbench,,,,,,20.0,0.0,0.0,0.0,1.0,51.0,,,,,,,,,
