,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,paper_id,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,paper_cited_by_count,recent_commit_count,julia_id,pypi_id,conda_id,github_release_downloads,monthly_downloads,pypi_url,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,julia_url,julia_monthly_downloads,julia_total_downloads,upstream_projectrank,julia_adjustment,citation_adjustment,bestps_adjustment,projectrank_placing,trending,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id,new_addition,gitlab_id,gitlab_url
13,UTK ECE 522 - Power System Analysis II,education,"['python', 'university']",True,CURENT/ece522,MIT,Hands-on Project for Power System Analysis II (UTK ECE 522).,https://github.com/CURENT/ece522,https://github.com/CURENT/ece522,2023-01-18 03:35:44,2025-11-12 23:01:36.000000,2025-11-12 23:01:36,15.0,2.0,,6.0,5.0,0,True,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ELEC0447 Analysis of Electric Power and Energy Systems,education,"['python', 'university']",True,bcornelusse/ELEC0447-analysis-power-systems,BSD-2.0,Masters course of power systems analysis at ULige.,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,2020-06-17 14:45:34,2025-12-08 12:26:50.000000,2025-12-08 12:26:50,335.0,12.0,1.0,24.0,6.0,0,True,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Tutorial on DER Hosting Capacity Part 0,education,"['python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,BSD-3.0,Using dss_python.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,2022-11-30 04:16:00,2024-12-09 04:10:44.000000,2024-12-09 04:10:38,45.0,4.0,,6.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Tutorial on DER Hosting Capacity Part 1,education,"['python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,BSD-3.0,Advanced Tools for the Analysis of Three-Phase Unbalanced LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,2023-03-09 03:28:07,2026-04-28 01:23:17.000000,2026-04-28 01:23:16,34.0,3.0,,5.0,6.0,0,True,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Tutorial on DER Hosting Capacity Part 2,education,"['python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,BSD-3.0,Time-Series Analysis and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,2022-12-01 03:15:41,2026-04-28 01:29:29.000000,2026-04-28 01:29:29,41.0,1.0,,2.0,6.0,0,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tutorial on DER Hosting Capacity Part 3,education,"['python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,BSD-3.0,Volt-Watt Control and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,2023-05-29 06:17:07,2026-04-28 01:30:12.000000,2026-04-28 01:30:11,20.0,,,1.0,5.0,0,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tutorial on DER Hosting Capacity Part 4,education,"['python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,BSD-3.0,Monte Carlo Assessment of PV Hosting Capacity of an Integrated MV-LV Network.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,2023-05-29 23:51:23,2024-12-09 03:42:30.000000,2024-12-09 03:42:26,27.0,2.0,,3.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LTB Demo,education,"['python', 'university']",True,CURENT/demo,MIT,Ready-to-use LTB usage examples.,https://github.com/CURENT/demo,https://ltb.curent.org,2023-03-28 15:37:01,2025-11-10 14:41:32.000000,2025-11-10 14:40:05,220.0,2.0,,4.0,5.0,0,True,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,HiGHS,ops,"['cpp', 'c', 'gha', 'university']",,ERGO-Code/HiGHS,MIT,Large-scale Sparse Linear Problem Optimizer.,https://github.com/ERGO-Code/HiGHS,https://highs.dev/,2018-03-27 13:57:58,2026-07-25 15:21:20.000000,2026-07-02 06:42:37,15336.0,330.0,167.0,1742.0,123.0,51,True,10.1007/s12532-017-0130-5,https://ergo-code.github.io/HiGHS/,31.0,1808.0,986.0,2026-07-02 12:01:22.000,1.15.1,25.0,360.0,419.0,HiGHS,highspy,conda-forge/highs,72216.0,3213880.0,https://pypi.org/project/highspy,2026-07-02 12:01:22.000,212.0,212.0,3209980.0,https://anaconda.org/conda-forge/highs,2026-07-10 13:58:24.584,93137.0,https://juliahub.com/ui/Packages/General/HiGHS,14566.0,302648.0,36.0,7.0,8.193,15.0,1.0,15.0,,,,,,,,,,
22,Pyomo,opl,"['python', 'gha', 'lab']",,Pyomo/pyomo,BSD-3,Python-based Optimization Modeling Language.,https://github.com/Pyomo/pyomo,https://www.pyomo.org,2016-05-27 19:33:45,2026-07-13 01:27:38.000000,2026-07-13 01:27:37,31310.0,580.0,354.0,2493.0,201.0,49,True,10.1007/978-3-030-68928-5,https://pyomo.readthedocs.io/en/stable/,55.0,2463.0,1194.0,2026-06-04 21:52:31.000,6.10.1,52.0,791.0,502.0,,Pyomo,conda-forge/pyomo,6613.0,1348331.0,https://pypi.org/project/Pyomo,2026-06-04 21:45:39.000,5077.0,231.0,1314563.0,https://anaconda.org/conda-forge/pyomo,2026-06-05 00:04:25.023,2456074.0,,,,40.0,0.0,8.98,9.0,1.0,,4846.0,,,,,,,,,
23,OSQP,ops,"['c', 'gha', 'university']",,osqp/osqp,Apache-2,Operator Splitting QP Solver.,https://github.com/osqp/osqp,https://osqp.org,2016-09-27 03:02:46,2026-06-13 15:04:55.356000,2025-11-10 12:54:10,2982.0,408.0,124.0,2163.0,36.0,48,True,10.1007/s12532-020-00179-2,https://osqp.org/docs/get_started/,40.0,316.0,278.0,2026-06-09 18:18:17.000,1.1.2,48.0,1158.0,,OSQP,osqp,conda-forge/osqp,220452.0,4990322.0,https://pypi.org/project/osqp,2026-06-12 16:58:37.000,169.0,169.0,4964490.0,https://anaconda.org/conda-forge/osqp,2026-06-13 15:04:55.356,1573846.0,https://juliahub.com/ui/Packages/General/OSQP,955.0,518918.0,32.0,6.169,9.361,16.0,1.0,16.0,,,,,,,,,,
24,CVXPY,opl,"['python', 'cpp', 'gha', 'community']",,cvxpy/cvxpy,Apache-2,Convex optimization modeling language.,https://github.com/cvxpy/cvxpy,https://github.com/cvxpy/cvxpy,2013-07-01 23:48:58,2026-07-24 08:10:42.000000,2026-07-24 08:10:35,3998.0,1184.0,196.0,6287.0,261.0,46,True,10.1080/23307706.2017.1397554,http://www.cvxpy.org/,126.0,1647.0,1481.0,2026-06-22 04:27:28.000,1.9.2,150.0,38.0,94.0,,cvxpy,conda-forge/cvxpy,828.0,4578891.0,https://pypi.org/project/cvxpy,2026-06-22 04:27:28.000,20259.0,1029.0,4548813.0,https://anaconda.org/conda-forge/cvxpy,2026-07-10 15:56:31.718,2195005.0,,,,41.0,0.0,4.618,5.0,2.0,,19230.0,,,,,,,,,
25,SCS,ops,"['c', 'gha', 'university']",,cvxgrp/scs,MIT,Splitting Conic Solver.,https://github.com/cvxgrp/scs,https://github.com/cvxgrp/scs,2013-11-29 23:11:16,2026-06-28 09:41:02.000000,2026-06-28 09:41:01,1415.0,141.0,43.0,627.0,32.0,46,True,10.1007/s10957-016-0892-3,https://www.cvxgrp.org/scs/,28.0,205.0,150.0,2026-01-09 17:52:41.000,3.2.11,48.0,607.0,25.0,SCS,scs,conda-forge/scs,,3606079.0,https://pypi.org/project/scs,2026-01-09 17:52:41.000,72.0,72.0,3579169.0,https://anaconda.org/conda-forge/scs,2026-05-12 07:34:49.639,1829897.0,https://juliahub.com/ui/Packages/General/SCS,6449.0,76061.0,30.0,7.0,8.715,16.0,2.0,16.0,,,,,,,,,,
26,pandapower,steady-state,"['python', 'gha', 'university', 'non-profit']",,e2nIEE/pandapower,BSD-3,Convenient Power System Modelling and Analysis.,https://github.com/e2nIEE/pandapower,https://www.pandapower.org/,2017-01-12 13:27:53,2026-07-22 13:37:12.000000,2026-07-17 00:00:41,10799.0,589.0,158.0,1229.0,195.0,45,True,10.1109/TPWRS.2018.2829021,https://pandapower.readthedocs.io/en/latest/,49.0,1771.0,993.0,2026-07-08 18:05:49.000,3.5.4,63.0,1109.0,51.0,,pandapower,conda-forge/pandapower,,515078.0,https://pypi.org/project/pandapower,2026-07-08 18:05:49.000,694.0,108.0,514457.0,https://anaconda.org/conda-forge/pandapower,2025-10-27 08:12:12.961,43970.0,,,,36.0,0.0,9.318,9.0,1.0,,586.0,pauldepraz/pandapowerapi,https://hub.docker.com/r/pauldepraz/pandapowerapi,2021-02-09 18:05:17.389840,234.0,,,,,
27,PyPSA,steady-state,"['python', 'gha', 'university']",,PyPSA/PyPSA,MIT,Python for Power System Analysis.,https://github.com/PyPSA/PyPSA,https://pypsa.org,2016-01-11 09:04:18,2026-07-25 02:00:24.000000,2026-07-24 07:50:36,3340.0,667.0,144.0,2080.0,120.0,42,True,10.5334/jors.188,https://pypsa.readthedocs.io/en/latest/,68.0,1214.0,479.0,2026-06-27 14:33:33.000,1.2.4,90.0,526.0,80.0,,pypsa,conda-forge/pypsa,,110785.0,https://pypi.org/project/pypsa,2026-06-27 14:33:33.000,396.0,59.0,107206.0,https://anaconda.org/conda-forge/pypsa,2026-07-10 08:20:40.771,257745.0,,,,33.0,0.0,8.572,9.0,1.0,,337.0,,,,,,,,,
28,JuMP,opl,"['julia', 'gha', 'non-profit']",,jump-dev/JuMP.jl,MPL-2.0,Julia-based Optimization Modeling Language.,https://github.com/jump-dev/JuMP.jl,https://jump.dev,2012-10-10 00:34:45,2026-07-24 03:03:10.000000,2026-07-22 23:22:54,5210.0,419.0,17.0,2455.0,174.0,40,True,10.1007/s12532-023-00239-3,https://jump.dev/JuMP.jl/stable/,79.0,2600.0,1525.0,2026-07-22 23:47:35.000,1.31.1,94.0,330.0,42.0,JuMP,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/JuMP,30189.0,1261473.0,25.0,7.0,8.106,15.0,2.0,14.0,,,,,,,,,,
29,ECOS,ops,['c'],,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2025-11-06 08:27:49.404000,2022-01-04 22:33:07,622.0,126.0,67.0,547.0,40.0,39,False,10.23919/ECC.2013.6669541,https://github.com/embotech/ecos/wiki,32.0,65.0,95.0,2024-06-18 03:47:45.000,2.0.14,24.0,729.0,,ECOS,ecos,conda-forge/ecos,,1035492.0,https://pypi.org/project/ecos,2024-06-18 03:47:45.000,49.0,49.0,1016976.0,https://anaconda.org/conda-forge/ecos,2025-11-06 08:27:49.404,1259109.0,https://juliahub.com/ui/Packages/General/ECOS,980.0,20491.0,24.0,6.194,8.899,15.0,2.0,15.0,,,,,,,,,,
30,OR-Tools,ops,"['cpp', 'gha', 'for-profit']",,google/or-tools,Apache-2,Google Optimization Tools.,https://github.com/google/or-tools,https://developers.google.com/optimization/,2015-02-21 01:25:35,2026-07-23 16:32:47.000000,2026-06-09 22:31:53,15819.0,2430.0,110.0,13814.0,202.0,37,True,,https://developers.google.com/optimization/introduction,308.0,869.0,3131.0,2026-01-14 15:37:43.000,9.15.6755,83.0,,2.0,,ortools,conda-forge/ortools-python,443945.0,5971691.0,https://pypi.org/project/ortools,2026-01-14 15:37:43.000,762.0,389.0,5965414.0,https://anaconda.org/conda-forge/ortools-python,2025-04-22 14:58:03.564,163244.0,,,,37.0,0.0,0.0,0.0,2.0,,373.0,,,,,,,,,
31,OpenModelica,cosim,"['modelica', 'c', 'cpp', 'gha', 'university']",,OpenModelica/OpenModelica,Modelica License 2,Modelica-based environment for modeling and simulation.,https://github.com/OpenModelica/OpenModelica,https://openmodelica.org,2015-05-03 16:59:29,2026-07-25 08:04:08.000000,2026-07-25 08:01:47,38730.0,390.0,2213.0,1366.0,211.0,37,True,10.4173/mic.2020.4.1,https://openmodelica.org/doc/OpenModelicaUsersGuide/latest/,53.0,6748.0,6728.0,2026-07-02 20:02:31.000,1.27.0,53.0,182.0,464.0,,,,1675.0,594.0,,,,,,,,,,,,29.0,0.0,7.511,8.0,1.0,,,openmodelica/openmodelica,https://hub.docker.com/r/openmodelica/openmodelica,2026-07-03 12:09:12.195058,78018.0,6.0,,,,
32,PySCIPOpt,intf,"['python', 'gha', 'community']",,scipopt/PySCIPOpt,MIT,Python interface for SCIP.,https://github.com/scipopt/PySCIPOpt,https://www.scipopt.org/,2016-05-19 14:29:21,2026-07-21 17:46:36.000000,2026-07-21 17:46:36,2287.0,279.0,21.0,988.0,91.0,37,True,10.1007/978-3-319-42432-3_37,https://scipopt.github.io/PySCIPOpt/docs/html/,24.0,577.0,630.0,2026-05-16 15:04:26.000,6.2.1,77.0,67.0,19.0,,PySCIPOpt,conda-forge/pyscipopt,,390415.0,https://pypi.org/project/PySCIPOpt,2026-05-16 15:04:26.000,589.0,112.0,378102.0,https://anaconda.org/conda-forge/pyscipopt,2026-05-16 16:07:18.685,800375.0,,,,31.0,0.0,6.242,6.0,1.0,,477.0,,,,,,,,,
33,Ipopt,ops,"['cpp', 'non-profit']",,coin-or/Ipopt,EPL-2.0,COIN-OR Interior Point Optimizer.,https://github.com/coin-or/Ipopt,https://www.coin-or.org/,2019-01-28 12:24:22,2026-05-25 15:59:08.000000,2026-05-25 14:32:49,2433.0,317.0,15.0,1770.0,38.0,35,True,10.1007/s10107-004-0559-y,https://coin-or.github.io/Ipopt/,45.0,46.0,615.0,2025-07-30 10:34:09.000,releases/3.14.19,33.0,9525.0,2.0,,ipopt,conda-forge/ipopt,34707.0,42166.0,https://pypi.org/project/ipopt,2021-04-07 07:03:48.000,10.0,10.0,2288.0,https://anaconda.org/conda-forge/ipopt,2026-02-17 01:36:21.548,2719739.0,,,,25.0,0.0,10.0,10.0,2.0,,,,,,,,,,,
34,Power Grid Model,steady-state,"['cpp', 'gha', 'non-profit']",,PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31,2026-07-25 01:51:09.792000,2026-07-24 07:26:33,11084.0,73.0,116.0,236.0,249.0,35,True,10.1049/icp.2023.0633,https://power-grid-model.readthedocs.io/en/stable/,5.0,1162.0,211.0,2026-07-24 09:26:42.000,1.13.128,925.0,8.0,450.0,,power-grid-model,conda-forge/power-grid-model,1834.0,233014.0,https://pypi.org/project/power-grid-model,2026-07-24 09:26:42.000,55.0,15.0,96660.0,https://anaconda.org/conda-forge/power-grid-model,2026-07-25 01:51:09.792,5164073.0,,,,32.0,0.0,2.773,3.0,1.0,,40.0,,,,,,,,,
35,MATPOWER,steady-state,"['octave', 'matlab', 'gha', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2026-06-22 20:14:25.767696,2026-06-22 19:17:03,2674.0,181.0,23.0,576.0,23.0,33,True,10.1109/TPWRS.2010.2051168,https://matpower.org/doc/,32.0,57.0,212.0,2025-07-13 02:31:28.000,8.1,6.0,6772.0,3.0,,,,759295.0,8437.0,,,,,,,,,,,,23.0,0.0,10.0,10.0,1.0,,,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2026-06-22 20:14:25.767696,21248.0,,,,,
36,pandapipes,gasnet,"['python', 'gha', 'university', 'non-profit']",,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57,2026-05-26 21:41:52.000000,2026-05-26 21:41:52,2297.0,83.0,95.0,227.0,29.0,33,True,10.3390/su12239899,https://jkpandapipes.readthedocs.io/en/latest/,10.0,599.0,89.0,2026-05-26 21:10:12.000,0.14.0,25.0,76.0,12.0,,pandapipes,,,48574.0,https://pypi.org/project/pandapipes,2026-05-26 21:10:12.000,58.0,16.0,48574.0,,,,,,,26.0,0.0,6.638,7.0,1.0,,42.0,,,,,,,,,
37,HELICS,cosim,"['cpp', 'gha', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2026-07-25 13:36:03.000000,2026-07-25 13:34:28,3643.0,53.0,97.0,170.0,39.0,33,True,10.1109/ACCESS.2024.3363615,https://docs.helics.org/en/latest/,14.0,2091.0,585.0,2025-02-28 08:41:58.000,3.6.1,106.0,61.0,33.0,HELICS,helics,conda-forge/helics,32866.0,4626.0,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,13.0,4073.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21922.0,https://juliahub.com/ui/Packages/General/HELICS,23.0,230.0,24.0,2.442,6.418,9.0,2.0,,,,,,,,,,,
38,precice,cosim,"['cpp', 'gha', 'university']",,precice/precice,LGPL-3.0,Precise Code Interaction Coupling Environment.,https://github.com/precice/precice,https://precice.org/,2015-05-22 14:05:22,2026-07-25 05:37:50.885692,2026-07-22 19:52:23,5699.0,284.0,243.0,953.0,79.0,32,True,10.12688/openreseurope.14445.2,https://precice.org/docs.html,36.0,1598.0,760.0,2026-04-21 07:34:40.000,3.4.1,37.0,46.0,33.0,,pyprecice,conda-forge/pyprecice,46808.0,7215.0,https://pypi.org/project/pyprecice,2026-04-08 10:30:39.000,10.0,10.0,3177.0,https://anaconda.org/conda-forge/pyprecice,2026-04-08 15:17:41.110,181717.0,,,,26.0,0.0,5.866,6.0,2.0,,,precice/precice,https://hub.docker.com/r/precice/precice,2026-07-25 05:37:50.885692,46147.0,,,,,
39,PYPOWER,steady-state,"['python', 'gha', 'community']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-11-24 17:12:08.000000,2025-11-24 17:12:07,364.0,125.0,42.0,410.0,22.0,31,True,10.1109/TPWRS.2010.2051168,http://rwl.github.io/PYPOWER/index.html,22.0,51.0,15.0,2025-07-10 17:17:48.000,5.1.19,20.0,6772.0,,,PYPOWER,invenia/pypower,,43581.0,https://pypi.org/project/PYPOWER,2025-07-10 17:17:48.000,187.0,20.0,43552.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3217.0,,,,21.0,0.0,10.0,10.0,1.0,,167.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,49.0,,,,,
40,Atlite,dataman,"['python', 'gha', 'university']",,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2026-07-17 10:08:49.000000,2026-07-17 09:59:01,830.0,129.0,55.0,392.0,46.0,31,True,10.21105/joss.03294,https://atlite.readthedocs.io/en/master/?badge=master,12.0,348.0,112.0,2026-04-21 10:05:17.000,0.6.1,24.0,159.0,5.0,,atlite,conda-forge/atlite,,8554.0,https://pypi.org/project/atlite,2026-04-21 10:05:17.000,123.0,2.0,6308.0,https://anaconda.org/conda-forge/atlite,2026-04-21 12:50:29.673,163964.0,,,,24.0,0.0,7.376,7.0,1.0,,121.0,,,,,,,,,
41,LTB ANDES,electro-mechanical,"['python', 'gha', 'university']",,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2026-03-27 14:46:06.239000,2026-03-11 21:12:53,4810.0,159.0,13.0,371.0,29.0,31,True,10.1109/TPWRS.2020.3017019,https://docs.andes.app/en/latest/,15.0,297.0,72.0,2026-03-12 17:07:29.000,2.0.0,117.0,104.0,,Andes,andes,conda-forge/andes,,14538.0,https://pypi.org/project/andes,2026-03-12 17:07:29.000,36.0,4.0,3810.0,https://anaconda.org/conda-forge/andes,2026-03-27 14:46:06.239,793905.0,https://juliahub.com/ui/Packages/General/Andes,6.0,550.0,23.0,1.099,6.951,8.0,1.0,,32.0,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,,,,,
42,PyPSA-Eur,steady-state,"['python', 'gha', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2026-07-21 06:04:32.000000,2026-07-21 06:04:30,5859.0,407.0,241.0,597.0,111.0,30,True,"['10.1016/j.esr.2018.08.012', '10.1016/j.joule.2023.06.016', '10.1016/j.joule.2022.04.016']",https://pypsa-eur.readthedocs.io/en/latest/,18.0,1563.0,465.0,2026-02-19 07:45:23.000,2026.02.0,21.0,782.0,45.0,,,,,,,,,,,,,,,,,21.0,0.0,8.969,9.0,2.0,,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,,,
43,PowerModels.jl,steady-state,"['julia', 'gha', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2026-07-20 03:43:58.000000,2026-07-01 20:14:51,1025.0,164.0,93.0,473.0,32.0,29,True,10.23919/PSCC.2018.8442948,https://lanl-ansi.github.io/PowerModels.jl/stable/,21.0,501.0,423.0,2026-05-06 01:17:56.000,0.21.6,81.0,14.0,5.0,PowerModels,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerModels,2138.0,39782.0,19.0,6.974,3.332,10.0,2.0,,,,,,,,,,,
44,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/Sienna-Platform/PowerSimulations.jl,https://www.nlr.gov/analysis/sienna,2017-11-03 21:11:22,2026-07-20 16:36:38.000000,2026-07-19 15:02:02,11182.0,86.0,97.0,317.0,57.0,29,True,,https://nrel-sienna.github.io/PowerSimulations.jl/latest,18.0,1099.0,449.0,2026-07-18 19:29:30.000,0.37.1,100.0,,204.0,PowerSimulations,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerSimulations,615.0,7967.0,23.0,5.728,0.0,6.0,2.0,,,,,,,,Sienna-Platform/PowerSimulations.jl,,,
45,DPsim,electro-mechanical,"['cpp', 'gha', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2026-07-24 23:46:00.000000,2026-07-24 23:39:36,5291.0,78.0,78.0,132.0,42.0,29,True,"['10.1016/j.softx.2019.100253', '10.1109/OSMSES58477.2023.10089718', '10.1049/tje2.12208', '10.1109/OSMSES54027.2022.9769135', '10.3390/en14237989', '10.3390/en14071860', '10.3390/en13153879', '10.1109/ICCEP.2017.8004805', '10.1109/EI2.2017.8245739']",https://dpsim.fein-aachen.org/docs/,11.0,397.0,119.0,2025-12-10 15:23:09.000,1.2.1,10.0,125.0,427.0,,dpsim,,,393.0,https://pypi.org/project/dpsim,2025-12-10 14:47:35.000,3.0,,393.0,,,,,,,22.0,0.0,7.135,7.0,1.0,,3.0,,,,,,,,,
46,CVXOPT,ops,"['python', 'c', 'gha', 'university']",,cvxopt/cvxopt,GPL-3,Python Software for Convex Optimization.,https://github.com/cvxopt/cvxopt,https://cvxopt.org/,2013-02-22 22:14:31,2026-03-13 14:50:05.929000,2026-03-02 19:44:15,64.0,214.0,43.0,1036.0,10.0,28,True,,http://cvxopt.org/userguide/,37.0,76.0,155.0,2026-02-10 00:08:27.000,1.3.3,18.0,,,,cvxopt,conda-forge/cvxopt,,1266689.0,https://pypi.org/project/cvxopt,2026-02-09 23:59:58.000,15340.0,481.0,1235829.0,https://anaconda.org/conda-forge/cvxopt,2026-03-13 14:50:05.929,2129406.0,,,,28.0,0.0,0.0,0.0,2.0,,14859.0,,,,,,,,,
47,PowerSimulationsDynamics.jl,electro-mechanical,"['julia', 'gha', 'lab']",,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/Sienna-Platform/PowerSimulationsDynamics.jl,https://www.nlr.gov/analysis/sienna,2020-07-16 19:36:16,2026-06-20 23:53:02.000000,2026-06-20 18:40:36,2421.0,57.0,52.0,219.0,18.0,28,True,"['arXiv:2308.02921', '10.1109/TPWRS.2023.3303291']",https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,9.0,256.0,95.0,2026-06-20 20:39:47.000,0.16.1,46.0,76.0,5.0,PowerSimulationsDynamics,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerSimulationsDynamics,218.0,2499.0,17.0,4.691,6.638,11.0,2.0,,,,,,,,Sienna-Platform/PowerSimulationsDynamics.jl,,,
48,PyPSA-Earth,steady-state,"['python', 'gha', 'community']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2026-07-24 16:22:49.000000,2026-07-24 16:22:49,6467.0,333.0,297.0,351.0,96.0,27,True,10.1016/j.apenergy.2023.121096,https://pypsa-earth.readthedocs.io/,13.0,1160.0,416.0,2025-12-24 14:16:28.000,0.8.0,14.0,74.0,43.0,,,,,,,,,,,,,,,,,20.0,0.0,6.611,7.0,2.0,,,,,,,,,,,
49,Xopt,ops,"['python', 'gha', 'lab']",,xopt-org/Xopt,MPL-2.0,Flexible high-level optimization in Python.,https://github.com/xopt-org/Xopt,https://github.com/xopt-org/Xopt,2019-04-02 03:28:40,2026-07-25 01:38:57.000000,2026-07-25 01:38:56,2817.0,39.0,19.0,93.0,28.0,27,True,10.18429/JACoW-IPAC2023-THPL164,https://xopt.xopt.org/index.html,3.0,359.0,83.0,2026-07-20 14:27:00.000,3.2.0,66.0,8.0,189.0,,xopt,conda-forge/xopt,,6349.0,https://pypi.org/project/xopt,2026-07-20 14:27:00.000,40.0,12.0,4944.0,https://anaconda.org/conda-forge/xopt,2026-07-22 20:25:58.301,88529.0,,,,24.0,0.0,2.59,3.0,3.0,-8.0,28.0,,,,,,,,,
