,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,paper_id,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,paper_cited_by_count,recent_commit_count,julia_id,pypi_id,conda_id,github_release_downloads,monthly_downloads,pypi_url,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,julia_url,julia_monthly_downloads,julia_total_downloads,upstream_projectrank,julia_adjustment,citation_adjustment,bestps_adjustment,projectrank_placing,trending,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id,new_addition,gitlab_id,gitlab_url
89,powerfactory-tools,intf,"['python', 'gha', 'university']",,ieeh-tu-dresden/powerfactory-tools,BSD-3,Python toolbox for control of DIgSILENT PowerFactory.,https://github.com/ieeh-tu-dresden/powerfactory-tools,https://github.com/ieeh-tu-dresden/powerfactory-tools,2022-08-31 07:29:54,2026-07-07 14:44:24.000000,2026-07-07 14:44:18,166.0,9.0,16.0,57.0,4.0,19,True,10.21105/joss.09281,,3.0,144.0,188.0,2026-07-07 14:44:26.000,3.4.1,25.0,1.0,10.0,,ieeh-powerfactory-tools,,391.0,384.0,https://pypi.org/project/ieeh-powerfactory-tools,2026-07-07 14:44:24.000,2.0,,376.0,,,,,,,18.0,0.0,1.0,1.0,2.0,,2.0,,,,,,,,,
90,TESP,cosim,"['python', 'gha', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2026-07-23 23:24:26.000000,2026-02-05 19:46:48,2389.0,42.0,36.0,49.0,31.0,19,True,,https://tesp.readthedocs.io/en/latest/,16.0,65.0,96.0,2026-02-05 19:34:05.000,1.3.7,55.0,,,,tesp_support,,532.0,227.0,https://pypi.org/project/tesp_support,2026-02-05 19:34:05.000,2.0,,222.0,,,,,,,19.0,0.0,0.0,0.0,3.0,,2.0,,,,,,,,,
91,PowerGenome,dataman,"['python', 'gha']",,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2026-07-13 17:03:32.000000,2026-02-13 15:59:24,1825.0,77.0,124.0,234.0,18.0,18,True,,https://github.com/PowerGenome/PowerGenome/wiki,19.0,262.0,101.0,2025-03-21 18:15:20.000,0.7.0,20.0,,,,PowerGenome,conda-forge/powergenome,,215.0,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,,157.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,1760.0,,,,18.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
92,GridPACK,electro-mechanical,"['cpp', 'gha', 'lab']",,GridOPTICS/GridPACK,BSD-3,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2026-07-18 23:20:24.000000,2026-04-28 15:44:30,3317.0,24.0,18.0,64.0,58.0,18,True,10.1177/1094342015607609,https://github.com/GridOPTICS/GridPACK/wiki,15.0,124.0,119.0,2026-03-24 15:40:43.000,3.6,7.0,13.0,2.0,,,,654.0,5.0,,,,,,,,,,,,15.0,0.0,2.565,3.0,3.0,,,,,,,,,,,
93,PyDSS,intf,"['python', 'gha', 'lab']",,NatLabRockies/PyDSS,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NatLabRockies/PyDSS,https://www.nlr.gov/grid/pydss,2018-10-16 15:59:07,2026-07-15 17:00:45.000000,2026-06-16 21:31:04,985.0,29.0,15.0,42.0,24.0,18,True,,https://natlabrockies.github.io/PyDSS/index.html,5.0,131.0,16.0,2026-06-16 21:31:53.000,3.1.10,22.0,,26.0,,pydss,,,42.0,https://pypi.org/project/pydss,2011-08-17 20:40:53.000,3.0,,42.0,,,,,,,18.0,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,
94,PowerGraphics.jl,vis,"['julia', 'gha', 'lab']",,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/Sienna-Platform/PowerGraphics.jl,https://www.nlr.gov/analysis/sienna,2020-02-19 23:29:27,2026-07-24 20:08:35.000000,2026-06-20 18:24:57,624.0,19.0,16.0,33.0,14.0,18,True,,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,8.0,99.0,32.0,2026-06-08 21:51:00.000,0.22.1,46.0,,9.0,PowerGraphics,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerGraphics,104.0,2234.0,14.0,3.951,0.0,4.0,2.0,,,,,,,,Sienna-Platform/PowerGraphics.jl,,,
95,ERAD,steady-state,"['python', 'gha', 'lab']",,NLR-Distribution-Suite/erad,BSD-3,Toolkit for computing resilience metrics for power distribution systems.,https://github.com/NLR-Distribution-Suite/erad,https://github.com/NLR-Distribution-Suite/erad,2022-10-20 18:16:38,2026-07-24 02:33:30.000000,2026-07-16 14:16:42,266.0,13.0,1.0,24.0,8.0,18,True,10.21105/joss.08782,https://nlr-distribution-suite.github.io/erad/,6.0,88.0,,2026-07-16 14:06:01.000,0.1.14,17.0,0.0,39.0,,NREL-erad,,,394.0,https://pypi.org/project/NREL-erad,2026-07-16 14:06:01.000,3.0,,394.0,,,,,,,17.0,0.0,1.0,1.0,3.0,,3.0,,,,,,,,,
96,matpowercaseframes,intf,"['python', 'gha', 'university']",,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2026-06-29 09:39:38.000000,2026-06-29 09:39:38,280.0,3.0,5.0,6.0,9.0,18,True,,,1.0,33.0,9.0,2026-06-29 08:49:09.000,2.1.1,27.0,,9.0,,matpowercaseframes,,,24330.0,https://pypi.org/project/matpowercaseframes,2026-06-29 08:49:09.000,54.0,11.0,24330.0,,,,,,,18.0,0.0,0.0,0.0,2.0,,43.0,,,,,,,,,
97,UnitCommitment.jl,steady-state,"['julia', 'gha', 'lab']",,ANL-CEEESA/UnitCommitment.jl,BSD-3,Optimization package for the Security-Constrained Unit Commitment Problem.,https://github.com/ANL-CEEESA/UnitCommitment.jl,https://github.com/ANL-CEEESA/UnitCommitment.jl,2020-05-13 15:18:42,2026-07-21 15:25:56.000000,2026-07-17 14:41:14,504.0,36.0,3.0,146.0,7.0,17,True,,https://anl-ceeesa.github.io/UnitCommitment.jl/,6.0,29.0,9.0,2025-11-27 15:16:26.000,0.4.2,9.0,,12.0,UnitCommitment,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/UnitCommitment,66.0,1126.0,14.0,3.497,0.0,3.0,3.0,,,,,,,,,,,
98,PyPSA-USA,steady-state,"['python', 'gha', 'university']",,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2026-07-22 14:43:14.000000,2026-05-11 18:28:56,2364.0,51.0,106.0,140.0,16.0,17,True,,https://pypsa-usa.readthedocs.io/en/latest/,7.0,372.0,291.0,2026-02-10 19:20:20.000,0.8.0,9.0,,3.0,,,,,,,,,,,,,,,,,17.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
99,RLGC,mrl,"['python', 'java', 'lab']",,RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000000,2022-04-08 07:12:43,90.0,33.0,5.0,138.0,4.0,17,False,10.1109/TSG.2019.2933191,,3.0,3.0,10.0,2020-12-23 06:10:29.000,V1.0.0_RC,2.0,406.0,,,,,,,,,,,,,,,,,,9.0,0.0,8.313,8.0,2.0,,,,,,,,,,,
100,EnergyDataModel,dataman,"['python', 'gha', 'for-profit']",,rebase-energy/EnergyDataModel,MIT,Represent energy systems as Python data classes.,https://github.com/rebase-energy/energydatamodel,https://www.energydatamodel.org/,2023-12-23 11:12:27,2026-07-17 10:54:59.000000,2026-07-17 10:40:33,135.0,9.0,2.0,91.0,5.0,17,True,,https://docs.energydatamodel.org/en/latest/,4.0,5.0,,2026-07-17 10:54:59.000,0.8.1,13.0,,29.0,,energydatamodel,,,1843.0,https://pypi.org/project/energydatamodel,2026-07-17 10:54:59.000,6.0,6.0,1843.0,,,,,,,17.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
101,CIMpy,dataman,"['python', 'gha', 'non-profit']",,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,25.0,5.0,77.0,11.0,17,True,10.1049/tje2.12208,https://sogno.energy/cimpy/,4.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,1.0,,,cimpy,,,892.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,18.0,1.0,892.0,,,,,,,16.0,0.0,1.0,1.0,2.0,,17.0,,,,,,,,,
102,Open RAO,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-open-rao,MPL-2.0,Power systems coordinated capacity calculation and security analysis.,https://github.com/powsybl/powsybl-open-rao,https://www.powsybl.org,2018-11-22 10:41:50,2026-07-23 15:20:03.000000,2026-07-23 15:20:00,1239.0,10.0,75.0,32.0,44.0,17,True,,https://powsybl.readthedocs.io/projects/openrao/en/stable/,1.0,1566.0,194.0,2026-07-03 09:24:59.000,7.3.0,90.0,,48.0,,,,55.0,0.0,,,,,,,,,,,,17.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
103,PowerMCP,llm,"['python', 'gha', 'university']",,Power-Agent/PowerMCP,MIT,Collection of MCP servers for power system software.,https://github.com/Power-Agent/PowerMCP,http://poweragent.seas.harvard.edu/,2025-04-15 22:46:40,2026-07-02 02:45:32.000000,2026-07-02 02:45:03,163.0,54.0,3.0,186.0,16.0,16,True,,,6.0,44.0,4.0,2026-07-02 02:45:32.000,0.2.1,7.0,,34.0,,,,,,,,,,,,,,,,,16.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
104,Xyce,emt,"['cpp', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2026-06-01 16:41:45.000000,2026-06-01 15:20:18,297.0,23.0,43.0,160.0,8.0,16,True,,https://xyce.sandia.gov/documentation-tutorials/,13.0,13.0,80.0,2025-07-21 19:17:59.000,Release-7.10.0,14.0,,11.0,,xyce,vlsida-eda/xyce,1168.0,167.0,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,,32.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,5128.0,,,,16.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
105,CIMTool,intf,"['gha', 'java', 'non-profit']",,CIMug-org/CIMTool,LGPL-2.1,CIMugs CIMTool for the CIM.,https://github.com/cimug-org/CIMTool,https://github.com/cimug-org/CIMTool,2020-04-14 18:23:49,2026-07-23 21:02:54.000000,2026-07-22 21:07:26,686.0,12.0,42.0,77.0,17.0,16,True,,http://cimtool.ucaiug.io/,16.0,136.0,97.0,2026-06-09 09:38:57.000,2.3.0,13.0,,115.0,,,,3091.0,41.0,,,,,,,,,,,,16.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
106,OATS,steady-state,"['python', 'university']",,bukhsh/oats,GPL-3,Optimisation and Analysis Toolbox for Power Systems.,https://github.com/bukhsh/oats,https://github.com/bukhsh/oats,2018-01-26 23:15:04,2024-12-11 15:02:44.000000,2024-12-11 15:02:44,221.0,9.0,23.0,29.0,4.0,16,True,10.1109/TPWRS.2020.2986081,https://oats.readthedocs.io,1.0,69.0,56.0,2020-01-28 13:56:32.000,1.0.2,22.0,26.0,,,oatspower,,,30.0,https://pypi.org/project/oatspower,2020-01-28 13:45:01.000,4.0,1.0,30.0,,,,,,,12.0,0.0,4.357,4.0,3.0,,3.0,,,,,,,,,
107,RTS-GMLC,data,['lab'],,GridMod/RTS-GMLC,DOE/NREL/ALLIANCE data use disclaimer agreement,Reliability Test System dataset for Grid Modernization Lab Consortium studies.,https://github.com/GridMod/RTS-GMLC,https://github.com/GridMod/RTS-GMLC,2017-01-13 22:10:37,2025-10-23 02:49:18.000000,2025-10-23 02:33:26,505.0,96.0,28.0,245.0,31.0,15,True,,,22.0,37.0,98.0,2025-10-23 02:49:18.000,0.2.3,5.0,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
108,dGen,steady-state,"['python', 'gha', 'lab']",,NatLabRockies/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NatLabRockies/dgen,https://github.com/NatLabRockies/dgen,2020-04-15 15:51:02,2026-06-25 14:57:47.000000,2026-02-17 20:32:57,301.0,170.0,24.0,78.0,14.0,15,True,,https://natlabrockies.github.io/dgen/,14.0,33.0,21.0,2024-12-18 17:32:05.000,2.0.0,2.0,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
109,AltDSS/DSS C-API,steady-state,"['pascal', 'gha', 'community']",,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2026-02-26 04:44:09.000000,2024-07-11 18:58:44,2411.0,16.0,16.0,38.0,8.0,15,True,,https://dss-extensions.org/dss-extensions/pascal/,7.0,12.0,106.0,2024-03-29 04:28:39.000,0.14.5,73.0,,,,,,35131.0,347.0,,,,,,,,,,,,15.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
110,dsgrid,dataman,"['python', 'rust', 'gha', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2026-07-22 20:17:43.000000,2026-03-31 16:08:01,2038.0,6.0,66.0,33.0,7.0,15,True,,https://dsgrid.github.io/dsgrid,4.0,272.0,86.0,2026-03-31 17:21:34.000,0.4.0,6.0,,,,,,,,,,1.0,,,,,,,,,15.0,0.0,0.0,0.0,3.0,-2.0,1.0,,,,,,,,,
111,OpenDSSDirect.jl,intf,"['julia', 'gha', 'community']",,dss-extensions/OpenDSSDirect.jl,MIT,Cross-platform Julia interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.jl,https://dss-extensions.org/,2015-12-30 20:40:07,2026-02-26 06:58:24.000000,2026-02-17 15:07:40,291.0,6.0,12.0,30.0,9.0,15,True,,https://dss-extensions.org/OpenDSSDirect.jl/,6.0,63.0,36.0,2024-10-30 03:10:57.000,0.9.9,23.0,,,OpenDSSDirect,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/OpenDSSDirect,34.0,1810.0,12.0,2.833,0.0,3.0,3.0,,,,,,,,,,,
112,powfacpy,intf,"['python', 'non-profit']",,FraunhIEE-UniKassel-PowSysStability/powfacpy,MIT,Python wrapper around the DIgSILENT PowerFactory API.,https://github.com/FraunhIEE-UniKassel-PowSysStability/powfacpy,https://github.com/FraunhIEE-UniKassel-PowSysStability/powfacpy,2022-09-05 12:16:00,2026-07-22 16:36:50.000000,2026-07-03 15:17:38,443.0,6.0,7.0,12.0,2.0,15,True,,https://fraunhiee-unikassel-powsysstability.github.io/powfacpy/docs/,,66.0,34.0,2026-07-22 16:36:50.000,0.4.6,35.0,,4.0,,powfacpy,,,373.0,https://pypi.org/project/powfacpy,2026-07-22 16:36:50.000,5.0,,373.0,,,,,,,15.0,0.0,0.0,0.0,3.0,,5.0,,,,,,,,,
113,ParaEMT,emt,"['python', 'lab']",,NatLabRockies/ParaEMT_public,BSD-3,Parallel EMT simulation.,https://github.com/NatLabRockies/ParaEMT_public,https://github.com/NatLabRockies/ParaEMT_public,2023-06-08 12:43:21,2026-01-15 20:05:30.000000,2026-01-15 20:05:30,137.0,48.0,5.0,97.0,4.0,14,True,"['10.1109/TPWRD.2023.3342715', '10.1016/j.epsr.2024.110734']",,7.0,9.0,1.0,,,,33.0,,,,,,,,,,,,,,,,,,8.0,0.0,5.617,6.0,3.0,,,,,,,,,,,
114,ReEDS,steady-state,"['python', 'julia', 'gams', 'gha', 'lab']",,ReEDS-Model/ReEDS,GPL-3,Capacity planning and dispatch model.,https://github.com/ReEDS-Model/ReEDS,https://www.nlr.gov/analysis/reeds/,2026-04-14 15:33:28,2026-07-24 23:01:56.000000,2026-07-24 03:37:25,677.0,11.0,54.0,33.0,22.0,14,True,,https://docs.nlr.gov/docs/fy21osti/78195.pdf,5.0,87.0,15.0,2026-06-25 19:58:46.000,2026.06.18,2.0,,563.0,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,3.0,,,,,,,,,True,,
115,EV-EcoSim,cosim,"['python', 'gha', 'university']",,ebalogun01/EV-EcoSim/,MIT,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,https://github.com/ebalogun01/EV-EcoSim,https://github.com/ebalogun01/EV-EcoSim,2021-01-13 18:55:38,2024-04-19 05:40:52.000000,2024-04-19 05:40:52,509.0,5.0,9.0,26.0,,14,False,10.1109/TSG.2023.3339374,https://ebalogun01.github.io/EV-EcoSim/,2.0,33.0,63.0,,,,19.0,,,,,,,,,,,,,,,,,,9.0,0.0,4.618,5.0,3.0,,,,,,,,,,,
116,matpower-pip,intf,"['python', 'gha', 'university']",,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://github.com/yasirroni/matpower-pip,2021-12-27 15:47:13,2026-06-03 21:17:02.000000,2026-06-03 21:17:02,225.0,3.0,7.0,26.0,2.0,14,True,,,2.0,16.0,15.0,2026-02-25 05:22:02.000,2.3.0,26.0,,1.0,,matpower,,,885.0,https://pypi.org/project/matpower,2026-02-25 05:03:00.000,16.0,2.0,885.0,,,,,,,14.0,0.0,0.0,0.0,3.0,,14.0,,,,,,,,,
117,DOPER,steady-state,"['python', 'gha', 'lab']",,LBNL-ETA/DOPER,BSD-3,Distributed Optimal and Predictive Energy Resources.,https://github.com/LBNL-ETA/DOPER,https://github.com/LBNL-ETA/DOPER,2019-02-05 16:36:15,2026-07-24 14:26:28.000000,2026-07-24 14:16:40,161.0,12.0,,24.0,3.0,14,True,,,1.0,5.0,,2026-07-24 14:26:28.000,2.5.24,45.0,,60.0,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
118,KVXOPT,ops,"['python', 'c', 'gha']",,sanurielf/kvxopt,GPL-3,CVXOPT with additional SuiteSparse wrappers.,https://github.com/kvxopt/kvxopt,https://github.com/kvxopt/kvxopt,2014-03-17 19:08:31,2026-02-23 01:41:18.388000,2026-02-22 21:51:53,326.0,1.0,,13.0,16.0,14,True,,https://sanurielf.github.io/kvxopt/userguide/,2.0,11.0,7.0,2026-02-22 22:10:03.000,1.3.3.1,24.0,,,,kvxopt,conda-forge/kvxopt,8.0,13664.0,https://pypi.org/project/kvxopt,2026-02-22 22:26:50.000,48.0,14.0,5366.0,https://anaconda.org/conda-forge/kvxopt,2026-02-23 01:41:18.388,472994.0,,,,14.0,0.0,0.0,0.0,3.0,,34.0,,,,,,kvxopt/kvxopt,,,
119,LTB DiME,msg,"['c', 'university']",,CURENT/dime,GPL-3,Distributed Messaging Environment; CURENT LTB.,https://github.com/CURENT/dime,https://ltb.curent.org/,2020-04-29 20:36:10,2023-07-31 21:24:25.000000,2023-07-31 21:24:15,531.0,2.0,13.0,4.0,4.0,14,False,"['arXiv:2211.11990', '10.1109/MPE.2019.2959054', '10.1109/TPWRS.2020.3017019']",https://ltbdime.readthedocs.io/en/latest/,4.0,11.0,35.0,,,,131.0,,,,,,,,,,,,,,,,,,7.0,0.0,7.182,7.0,1.0,,,,,,,,,,,
120,PowerSystems,electro-mechanical,"['modelica', 'non-profit']",,modelica-3rdparty/PowerSystems,Modelica License 2,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000000,2024-05-07 08:58:45,190.0,36.0,14.0,79.0,10.0,13,False,,https://build.openmodelica.org/Documentation/PowerSystems.html,29.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
121,grg-pssedata,dataman,"['python', 'lab']",,lanl-ansi/grg-pssedata,BSD-3,Python tools for working with PSSE v33 data files.,https://github.com/lanl-ansi/grg-pssedata,https://github.com/lanl-ansi/grg-pssedata,2018-05-26 20:24:25,2020-12-15 03:35:19.000000,2020-12-14 22:39:36,35.0,16.0,3.0,35.0,3.0,13,False,,https://grg-pssedata.readthedocs.io/en/stable/,5.0,5.0,10.0,2020-12-15 03:35:19.000,0.1.4,7.0,,,,grg-pssedata,,,678.0,https://pypi.org/project/grg-pssedata,2020-12-15 03:35:19.000,8.0,1.0,678.0,,,,,,,13.0,0.0,0.0,0.0,3.0,,7.0,,,,,,,,,
122,AltDSS-Python,intf,"['python', 'community']",,dss-extensions/AltDSS-Python,BSD-3,Modern Python bindings for an alternative implementation of OpenDSS.,https://github.com/dss-extensions/AltDSS-Python,https://dss-extensions.org/,2023-11-10 01:17:41,2026-02-27 03:29:40.000000,2024-03-29 05:44:37,466.0,2.0,6.0,18.0,,13,False,,https://dss-extensions.org/AltDSS-Python/,2.0,1.0,6.0,2024-03-29 06:29:57.000,0.2.4,12.0,,,,altdss,,,2039.0,https://pypi.org/project/altdss,2026-02-26 06:44:21.000,21.0,5.0,2039.0,,,,,,,13.0,0.0,0.0,0.0,3.0,,16.0,,,,,,,,,
123,OpenDER,electro-mechanical,"['python', 'non-profit']",,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-06-23 15:15:40.000000,2025-04-15 17:33:02,125.0,29.0,,72.0,2.0,12,True,,,18.0,14.0,1.0,2025-04-15 17:34:05.000,2.2,15.0,,,,opender,,,2651.0,https://pypi.org/project/opender,2025-04-13 13:19:28.000,3.0,,2651.0,,,,,,,12.0,0.0,0.0,0.0,3.0,,3.0,,,,,,,,,
124,PSST,steady-state,"['python', 'gha', 'university']",,ames-market/psst,AMES License,Power System Simulation Toolbox for SCUC and SCED in electricity market simulation.,https://github.com/ames-market/psst,https://github.com/ames-market/psst,2016-05-09 03:47:40,2023-02-08 00:45:06.000000,2022-02-08 04:40:44,48.0,29.0,13.0,45.0,7.0,12,False,,https://psst.readthedocs.io/,7.0,15.0,,2020-11-24 19:24:03.000,0.1.9,12.0,,,,psst,,,84.0,https://pypi.org/project/psst,2020-11-24 19:24:03.000,7.0,,84.0,,,,,,,12.0,0.0,0.0,0.0,3.0,,7.0,,,,,,,,,
125,ExaGO,steady-state,"['cpp', 'gha', 'lab']",,ORNL/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/ORNL/ExaGO,https://www.gridpath.io/,2026-01-08 18:30:14,2026-07-19 20:04:17.000000,2026-05-28 22:53:50,1197.0,7.0,10.0,15.0,35.0,12,True,,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,1.0,48.0,6.0,2026-05-21 23:25:21.000,2.0.0,1.0,,7.0,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
126,LTB AGVis,vis,"['python', 'gha', 'university']",,CURENT/agvis,GPL-3,Geographical Visualization for Power Grid; CURENT LTB.,https://github.com/CURENT/agvis,https://ltb.curent.org/,2019-08-30 19:15:27,2026-03-09 19:00:59.000000,2026-03-09 18:54:56,505.0,6.0,9.0,10.0,14.0,12,True,10.1109/NAPS58826.2023.10318583,https://agvis.readthedocs.io/en/latest/,1.0,49.0,16.0,2024-06-07 18:28:30.000,4.0.0,2.0,5.0,,,agvis,,20.0,45.0,https://pypi.org/project/agvis,2024-06-07 18:28:30.000,3.0,,45.0,,,,,,,11.0,0.0,1.288,1.0,3.0,,3.0,,,,,,,,,
127,OpenHybridSim,cosim,"['java', 'university']",,OpenHybridSim/OpenHybridSim-code,BSD-3,EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13.000000,2020-05-05 20:35:12,16.0,5.0,1.0,8.0,,12,False,"['10.1109/TPWRS.2015.2479588', '10.1109/PESGM.2016.7741233']",,5.0,,,,,,107.0,,,,,,,,,,,,,,,,,,6.0,0.0,6.347,6.0,3.0,,,,,,,,,,,
128,PyPSA-Distribution,steady-state,"['python', 'gha', 'community']",,pypsa-meets-earth/pypsa-distribution,GPL-3,Multi-energy model for small scale applications in high spatial and temporal resolution.,https://github.com/pypsa-meets-earth/pypsa-distribution,https://github.com/pypsa-meets-earth/pypsa-distribution,2022-05-29 15:03:11,2026-07-13 18:13:46.000000,2026-06-29 08:48:17,327.0,13.0,25.0,31.0,7.0,11,True,,https://pypsa-distribution.readthedocs.io/en/latest/,3.0,59.0,10.0,2025-12-31 18:44:21.000,0.0.2,2.0,,3.0,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
129,PowerSystemsInvestmentsPortfolios.jl,dataman,"['julia', 'gha', 'lab']",,NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,BSD-3,Data models for Power Systems investment models; NREL Sienna.,https://github.com/Sienna-Platform/PowerSystemsInvestmentsPortfolios.jl,https://www.nlr.gov/analysis/sienna,2024-02-29 21:31:12,2026-07-23 19:38:01.000000,2026-06-20 19:29:42,39.0,9.0,22.0,13.0,7.0,11,True,,https://nrel-sienna.github.io/PowerSystemsInvestmentsPortfolios.jl/stable,3.0,41.0,45.0,2026-01-25 17:32:26.000,0.1.0,1.0,,2.0,PowerSystemsInvestmentsPortfolios,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerSystemsInvestmentsPortfolios,12.0,21.0,9.0,1.792,0.0,2.0,3.0,,,,,,,,Sienna-Platform/PowerSystemsInvestmentsPortfolios.jl,,,
130,MPNG,gasnet,"['matlab', 'university']",,MATPOWER/mpng,BSD-3,Simulator for Optimal Power and Natural Gas Flow.,https://github.com/MATPOWER/mpng,https://matpower.org/,2019-09-27 19:49:43,2023-09-13 12:15:23.000000,2023-09-13 12:15:23,65.0,5.0,,11.0,3.0,11,False,10.1109/TPWRS.2022.3195684,https://github.com/MATPOWER/mpng/blob/master/MPNG_User's_Manual/MPNG_Manual_V0.99a.pdf,3.0,2.0,,,,,20.0,,,,,,,,,,,,,,,,,,7.0,0.0,4.382,4.0,3.0,,,,,,,,,,,
131,hynet,steady-state,"['python', 'university']",,,BSD-3,Optimal power flow framework for hybrid AC/DC power systems.,,http://www.msv.ei.tum.de/,2018-10-04 13:52:00,2021-05-02 21:21:33.000000,,,0.0,,4.0,,11,False,10.1109/TPWRS.2019.2942988,https://hynet.readthedocs.io/en/latest/,,,,2021-05-02 21:21:33.000,1.2.3,20.0,37.0,,,hynet,,,56.0,https://pypi.org/project/hynet,2021-05-02 21:21:33.000,,,56.0,,,,,,,7.0,0.0,4.458,4.0,3.0,,,,,,,,,,tum-msv/hynet,https://gitlab.com/tum-msv/hynet
