,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id,gitlab_id,gitlab_url
94,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2026-04-29 09:02:43.000000,2026-04-14 16:23:53,927.0,28.0,11.0,271.0,13.0,16,True,https://clarabel.org,4.0,157.0,63.0,2026-04-14 16:30:16.000,0.11.1,18.0,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,
95,Xyce,phasor,"['pypi', 'conda', 'jupyter', 'python', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2026-06-01 16:41:45.000000,2026-06-01 15:20:18,297.0,22.0,42.0,152.0,8.0,16,True,https://xyce.sandia.gov/documentation-tutorials/,13.0,14.0,80.0,2025-07-21 19:17:59.000,Release-7.10.0,14.0,14.0,xyce,vlsida-eda/xyce,1156.0,167.0,,,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,30.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,5084.0,2.0,,,,,,,,,
96,OpenIPSL,phasor,"['gha', 'modelica', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2026-04-13 14:22:49.000000,2026-04-13 14:22:49,1917.0,66.0,16.0,108.0,36.0,16,True,https://doc.openipsl.org,20.0,254.0,124.0,2026-02-25 16:09:23.000,3.1.0,16.0,1.0,,,517.0,4.0,,,,,,,,,,2.0,,,,,,,,,
97,CIMTool,intf,"['gha', 'java', 'non-profit']",,CIMug-org/CIMTool,LGPL-2.1,CIMugs CIMTool for the CIM.,https://github.com/cimug-org/CIMTool,https://github.com/cimug-org/CIMTool,2020-04-14 18:23:49,2026-06-23 13:00:20.000000,2026-06-23 12:59:36,672.0,11.0,42.0,75.0,17.0,16,True,http://cimtool.ucaiug.io/,16.0,118.0,94.0,2026-06-09 09:38:57.000,2.3.0,13.0,116.0,,,3028.0,41.0,,,,,,,,,,2.0,,,,,,,,,
98,CIMpy,intf,"['gha', 'pypi', 'python', 'non-profit']",,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,25.0,5.0,75.0,11.0,16,True,https://sogno.energy/cimpy/,4.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,,cimpy,,,853.0,18.0,17.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,853.0,,,,2.0,,,,,,,,,
99,Easy SimAuto,intf,"['pypi', 'python', 'university']",,mzy2240/ESA,Apache-2,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2025-12-31 17:47:22.000000,2025-12-31 17:47:22,667.0,16.0,19.0,53.0,13.0,16,True,https://mzy2240.github.io/ESA/html/index.html,4.0,19.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,,esa,,,637.0,11.0,10.0,https://pypi.org/project/esa,2023-06-05 21:19:00.512,1.0,637.0,,,,2.0,,,,,,,,,
100,Open RAO,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-open-rao,MPL-2.0,Power systems coordinated capacity calculation and security analysis.,https://github.com/powsybl/powsybl-open-rao,https://www.powsybl.org,2018-11-22 10:41:50,2026-06-25 09:02:29.000000,2026-06-15 11:33:55,1222.0,9.0,72.0,31.0,43.0,16,True,https://powsybl.readthedocs.io/projects/openrao/en/stable/,1.0,1532.0,163.0,2026-03-31 09:42:53.000,7.2.0,89.0,41.0,,,55.0,0.0,,,,,,,,,,3.0,,,,,,,,,
101,RTS-GMLC,data,['lab'],,GridMod/RTS-GMLC,DOE/NREL/ALLIANCE data use disclaimer agreement,Reliability Test System dataset for Grid Modernization Lab Consortium studies.,https://github.com/GridMod/RTS-GMLC,https://github.com/GridMod/RTS-GMLC,2017-01-13 22:10:37,2025-10-23 02:49:18.000000,2025-10-23 02:33:26,505.0,97.0,28.0,242.0,31.0,15,True,,22.0,37.0,98.0,2025-10-23 02:49:18.000,0.2.3,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,,
102,ExaModels,opl,"['gha', 'julia', 'university']",,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/exanauts/ExaModels.jl,https://github.com/exanauts/ExaModels.jl,2023-03-28 20:02:20,2026-06-24 14:02:51.000000,2026-06-24 13:39:27,220.0,9.0,9.0,77.0,13.0,15,True,https://exanauts.github.io/ExaModels.jl/stable/,4.0,223.0,45.0,2026-06-24 13:58:34.000,0.11.2,20.0,27.0,,,,,,,,,,,,,,3.0,,,,,,,,,
103,dGen,dataman,"['gha', 'python', 'jupyter', 'lab']",,NatLabRockies/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NatLabRockies/dgen,https://github.com/NatLabRockies/dgen,2020-04-15 15:51:02,2026-06-25 14:57:47.000000,2026-02-17 20:32:57,301.0,169.0,24.0,77.0,14.0,15,True,https://natlabrockies.github.io/dgen/,14.0,33.0,21.0,2024-12-18 17:32:05.000,2.0.0,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,
104,STEPS,phasor,"['c', 'pypi', 'python', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2026-02-02 03:19:10.000000,2026-02-02 02:05:27,799.0,23.0,1.0,73.0,9.0,15,True,https://github.com/changgang/steps/wiki/,6.0,,3.0,2026-02-02 03:21:35.000,2.3.0,45.0,,stepspy,,87.0,81.0,7.0,7.0,https://pypi.org/project/stepspy,2026-02-02 02:01:13.000,,80.0,,,,3.0,,,,,,,,,
105,AltDSS/DSS C-API,intf,"['gha', 'volunteer']",,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2026-02-26 04:44:09.000000,2024-07-11 18:58:44,2411.0,16.0,16.0,39.0,8.0,15,True,https://dss-extensions.org/dss-extensions/pascal/,7.0,12.0,106.0,2024-03-29 04:28:39.000,0.14.5,73.0,,,,34525.0,345.0,,,,,,,,,,2.0,,,,,,,,,
106,PowerGraphics.jl,vis,"['gha', 'julia', 'jupyter', 'lab']",,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/Sienna-Platform/PowerGraphics.jl,https://www.nlr.gov/analysis/sienna,2020-02-19 23:29:27,2026-06-20 20:28:28.000000,2026-06-20 18:24:57,624.0,19.0,18.0,33.0,14.0,15,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,8.0,98.0,24.0,2026-06-08 21:51:00.000,0.22.1,46.0,12.0,,,,,,,,,,,,,,3.0,,,,,,,Sienna-Platform/PowerGraphics.jl,,
107,matpower-pip,intf,"['gha', 'pypi', 'python', 'university']",,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://github.com/yasirroni/matpower-pip,2021-12-27 15:47:13,2026-06-03 21:17:02.000000,2026-06-03 21:17:02,225.0,3.0,7.0,26.0,2.0,15,True,,2.0,16.0,15.0,2026-02-25 05:22:02.000,2.3.0,26.0,7.0,matpower,,,784.0,16.0,14.0,https://pypi.org/project/matpower,2026-02-25 05:03:00.000,2.0,784.0,,,,2.0,,,,,,,,,
108,powfacpy,intf,"['pypi', 'python', 'non-profit']",,FraunhIEE-UniKassel-PowSysStability/powfacpy,MIT,Python wrapper around the DIgSILENT PowerFactory API.,https://github.com/FraunhIEE-UniKassel-PowSysStability/powfacpy,https://github.com/FraunhIEE-UniKassel-PowSysStability/powfacpy,2022-09-05 12:16:00,2026-06-12 12:44:11.000000,2026-06-12 12:39:40,442.0,4.0,7.0,10.0,2.0,15,True,https://fraunhiee-unikassel-powsysstability.github.io/powfacpy/docs/,,65.0,34.0,2026-06-11 15:01:43.000,0.4.4,33.0,3.0,powfacpy,,,294.0,5.0,5.0,https://pypi.org/project/powfacpy,2026-06-11 15:01:43.000,,294.0,,,,2.0,,,,,,,,,
109,ReEDS-2.0,steady-state,"['python', 'gha', 'lab']",,NatLabRockies/ReEDS-2.0,GPL-3,Capacity planning and dispatch model.,https://github.com/NatLabRockies/ReEDS-2.0,https://www.nlr.gov/analysis/reeds/,2019-05-28 15:57:01,2026-04-22 13:55:19.000000,2026-04-22 13:53:47,123.0,80.0,7.0,175.0,14.0,14,True,https://docs.nlr.gov/docs/fy21osti/78195.pdf,128.0,54.0,25.0,2026-03-26 21:04:48.000,2026.03.17,18.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,
110,UnitCommitment.jl,steady-state,"['julia', 'gha', 'lab']",,ANL-CEEESA/UnitCommitment.jl,BSD-3,Optimization package for the Security-Constrained Unit Commitment Problem.,https://github.com/ANL-CEEESA/UnitCommitment.jl,https://github.com/ANL-CEEESA/UnitCommitment.jl,2020-05-13 15:18:42,2026-06-18 18:57:56.000000,2026-06-18 18:55:40,503.0,36.0,3.0,144.0,7.0,14,True,https://anl-ceeesa.github.io/UnitCommitment.jl/,6.0,29.0,9.0,2025-11-27 15:16:26.000,0.4.2,9.0,19.0,,,,,,,,,,,,,,3.0,,,,,,,,,
111,KVXOPT,ops,"['gha', 'pypi', 'conda', 'python', 'volunteer']",,sanurielf/kvxopt,GPL-3,CVXOPT with additional SuiteSparse wrappers.,https://github.com/kvxopt/kvxopt,https://github.com/kvxopt/kvxopt,2014-03-17 19:08:31,2026-02-23 01:41:18.388000,2026-02-22 21:51:53,326.0,1.0,,13.0,16.0,14,True,https://sanurielf.github.io/kvxopt/userguide/,2.0,11.0,7.0,2026-02-22 22:10:03.000,1.3.3.1,24.0,,kvxopt,conda-forge/kvxopt,8.0,14025.0,48.0,34.0,https://pypi.org/project/kvxopt,2026-02-22 22:26:50.000,14.0,5898.0,https://anaconda.org/conda-forge/kvxopt,2026-02-23 01:41:18.388,455121.0,3.0,,,,,,,kvxopt/kvxopt,,
112,ExaGO,steady-state,"['gha', 'jupyter', 'c', 'python', 'lab']",,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2026-03-23 17:12:53.000000,2026-03-23 17:12:52,1175.0,16.0,47.0,93.0,35.0,13,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,10.0,103.0,101.0,2023-10-25 18:01:10.000,1.6.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,
113,PowerSystems,phasor,"['modelica', 'non-profit']",,modelica-3rdparty/PowerSystems,Modelica License 2,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000000,2024-05-07 08:58:45,190.0,36.0,14.0,79.0,10.0,13,False,https://build.openmodelica.org/Documentation/PowerSystems.html,29.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,,
114,grg-pssedata,intf,"['pypi', 'python', 'lab']",,lanl-ansi/grg-pssedata,BSD-3,Python tools for working with PSSE v33 data files.,https://github.com/lanl-ansi/grg-pssedata,https://github.com/lanl-ansi/grg-pssedata,2018-05-26 20:24:25,2020-12-15 03:35:19.000000,2020-12-14 22:39:36,35.0,16.0,3.0,35.0,3.0,13,False,https://grg-pssedata.readthedocs.io/en/stable/,5.0,5.0,10.0,2020-12-15 03:35:19.000,0.1.4,7.0,,grg-pssedata,,,484.0,8.0,7.0,https://pypi.org/project/grg-pssedata,2020-12-15 03:35:19.000,1.0,484.0,,,,3.0,,,,,,,,,
115,AltDSS-Python,intf,"['pypi', 'python', 'jupyter']",,dss-extensions/AltDSS-Python,BSD-3,Modern Python bindings for an alternative implementation of OpenDSS.,https://github.com/dss-extensions/AltDSS-Python,https://dss-extensions.org/,2023-11-10 01:17:41,2026-02-27 03:29:40.000000,2024-03-29 05:44:37,466.0,2.0,6.0,18.0,,13,False,https://dss-extensions.org/AltDSS-Python/,2.0,1.0,6.0,2024-03-29 06:29:57.000,0.2.4,12.0,,altdss,,,1783.0,20.0,15.0,https://pypi.org/project/altdss,2026-02-26 06:44:21.000,5.0,1783.0,,,,3.0,,,,,,,,,
116,OpenDER,phasor,"['pypi', 'jupyter', 'python', 'c', 'non-profit']",,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-06-23 15:15:40.000000,2025-04-15 17:33:02,125.0,29.0,,71.0,2.0,12,True,,18.0,14.0,1.0,2025-04-15 17:34:05.000,2.2,15.0,,opender,,,3363.0,3.0,3.0,https://pypi.org/project/opender,2025-04-13 13:19:28.000,,3363.0,,,,3.0,,,,,,,,,
117,PSST,steady-state,"['gha', 'pypi', 'python', 'university']",,ames-market/psst,AMES License,Power System Simulation Toolbox for SCUC and SCED in electricity market simulation.,https://github.com/ames-market/psst,https://github.com/ames-market/psst,2016-05-09 03:47:40,2023-02-08 00:45:06.000000,2022-02-08 04:40:44,48.0,29.0,13.0,44.0,7.0,12,False,https://psst.readthedocs.io/,7.0,15.0,,2020-11-24 19:24:03.000,0.1.9,12.0,,psst,,,79.0,7.0,7.0,https://pypi.org/project/psst,2020-11-24 19:24:03.000,,79.0,,,,3.0,,,,,,,,,
118,MOST,steady-state,"['gha', 'octave', 'university']",,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2026-06-22 19:30:44.000000,2026-06-22 19:17:26,251.0,14.0,8.0,39.0,2.0,12,True,https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,4.0,9.0,37.0,2025-07-12 21:38:08.000,1.3.1,6.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,
119,OpenDSSDirect.jl,intf,"['gha', 'julia', 'volunteer']",,dss-extensions/OpenDSSDirect.jl,MIT,Cross-platform Julia interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.jl,https://dss-extensions.org/,2015-12-30 20:40:07,2026-02-26 06:58:24.000000,2026-02-17 15:07:40,291.0,6.0,12.0,30.0,9.0,12,True,https://dss-extensions.org/OpenDSSDirect.jl/,6.0,63.0,36.0,2024-10-30 03:10:57.000,0.9.9,23.0,,,,,,,,,,,,,,,3.0,,,,,,,,,
120,OATS,steady-state,"['pypi', 'python', 'university']",,bukhsh/oats,GPL-3,Optimisation and Analysis Toolbox for Power Systems.,https://github.com/bukhsh/oats,https://github.com/bukhsh/oats,2018-01-26 23:15:04,2024-12-11 15:02:44.000000,2024-12-11 15:02:44,221.0,8.0,23.0,29.0,4.0,12,True,https://oats.readthedocs.io,1.0,69.0,56.0,2020-01-28 13:56:32.000,1.0.2,22.0,,oatspower,,,80.0,4.0,3.0,https://pypi.org/project/oatspower,2020-01-28 13:45:01.000,1.0,80.0,,,,3.0,,,,,,,,,
121,DOPER,steady-state,"['gha', 'python', 'jupyter', 'lab']",,LBNL-ETA/DOPER,BSD-3,Distributed Optimal and Predictive Energy Resources.,https://github.com/LBNL-ETA/DOPER,https://github.com/LBNL-ETA/DOPER,2019-02-05 16:36:15,2026-06-24 22:59:27.000000,2026-06-24 22:58:53,128.0,12.0,,22.0,3.0,12,True,,1.0,5.0,,2026-06-24 22:59:27.000,2.5.4,26.0,38.0,,,,,,,,,,,,,,3.0,,,,,,,,,
122,PyPSA MCP,llm,"['python', 'pypi', 'volunteer']",,cdgaete/pypsa-mcp,MIT,PyPSA Energy Modeling for LLMs.,https://github.com/open-energy-transition/pypsa-mcp,https://github.com/open-energy-transition/pypsa-mcp,2025-04-22 06:42:57,2026-03-20 04:15:27.000000,2026-03-20 03:26:26,39.0,6.0,,55.0,2.0,11,True,,1.0,,,2026-03-20 04:15:27.000,0.2.0,5.0,,pypsamcp,,9.0,161.0,,,https://pypi.org/project/pypsamcp,2026-03-20 04:15:27.000,,161.0,,,,2.0,,,,,,,open-energy-transition/pypsa-mcp,,
123,DSSData,steady-state,"['gha', 'pypi', 'python']",,felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09.000000,2023-04-10 13:02:03,186.0,3.0,5.0,17.0,2.0,11,False,https://felipemarkson.github.io/dssdata/,2.0,64.0,31.0,2023-04-10 12:47:00.587,0.2.0,10.0,,dssdata,,59.0,157.0,2.0,2.0,https://pypi.org/project/dssdata,2023-01-24 14:40:53.571,,157.0,,,,3.0,,,,,,,,,
124,PowerSystemsInvestmentsPortfolios.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,BSD-3,Data models for Power Systems investment models; NREL Sienna.,https://github.com/Sienna-Platform/PowerSystemsInvestmentsPortfolios.jl,https://www.nlr.gov/analysis/sienna,2024-02-29 21:31:12,2026-06-24 21:28:41.000000,2026-06-20 19:29:42,39.0,9.0,22.0,13.0,7.0,11,True,https://nrel-sienna.github.io/PowerSystemsInvestmentsPortfolios.jl/stable,3.0,39.0,44.0,2026-01-25 17:32:26.000,0.1.0,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,Sienna-Platform/PowerSystemsInvestmentsPortfolios.jl,,
125,LTB AGVis,vis,"['gha', 'pypi', 'python', 'university']",,CURENT/agvis,GPL-3,Geographical Visualization for Power Grid; CURENT LTB.,https://github.com/CURENT/agvis,https://ltb.curent.org/,2019-08-30 19:15:27,2026-03-09 19:00:59.000000,2026-03-09 18:54:56,505.0,6.0,9.0,10.0,12.0,11,True,https://agvis.readthedocs.io/en/latest/,1.0,49.0,16.0,2024-06-07 18:28:30.000,4.0.0,2.0,,agvis,,20.0,67.0,3.0,3.0,https://pypi.org/project/agvis,2024-06-07 18:28:30.000,,67.0,,,,3.0,,,,,,,,,
126,PyPSA-Distribution,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-distribution,GPL-3,Multi-energy model for small scale applications in high spatial and temporal resolution.,https://github.com/pypsa-meets-earth/pypsa-distribution,https://github.com/pypsa-meets-earth/pypsa-distribution,2022-05-29 15:03:11,2026-06-22 17:49:31.000000,2026-06-09 15:22:21,326.0,13.0,25.0,29.0,7.0,10,True,https://pypsa-distribution.readthedocs.io/en/latest/,4.0,59.0,10.0,2025-12-31 18:44:21.000,0.0.2,2.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,
127,cimpyorm,intf,"['gha', 'python', 'pypi', 'university']",,RWTH-IAEW/cimpyorm,BSD-3.0,Python ORM middleware for IEC CIM and CGMES datasets.,https://github.com/RWTH-IAEW/cimpyorm,https://github.com/RWTH-IAEW/cimpyorm,2019-01-17 11:51:43,2024-05-15 14:28:13.000000,2023-10-19 16:12:01,82.0,4.0,1.0,12.0,5.0,10,False,,3.0,17.0,2.0,2023-10-19 16:13:58.000,0.10.1,52.0,,cimpyorm,,,265.0,4.0,4.0,https://pypi.org/project/cimpyorm,2023-10-19 16:13:58.000,,265.0,,,,3.0,,,,,,,,,
128,mhi-pscad,intf,"['pypi', 'python', 'for-profit']",,,BSD-3,PSCAD Automation library.,,https://www.pscad.com/,,2026-05-14 20:28:58.000000,,,,,,,10,True,https://www.pscad.com/webhelp-v501-al/index.html,,,,2026-03-03 21:10:26.000,3.1.1,36.0,,mhi-pscad,,,6241.0,2.0,,https://pypi.org/project/mhi-pscad,2026-05-14 20:28:58.000,2.0,6241.0,,,,3.0,,,,,,,,,
129,DeepSolar,data,"['python', 'university']",,wangzhecheng/DeepSolar,MIT,Houseshold-level solar panel identification with deep learning.,https://github.com/wangzhecheng/DeepSolar,https://deepsolar.web.app,2017-06-24 23:09:16,2023-03-24 22:39:39.000000,2019-03-26 09:03:56,16.0,72.0,12.0,267.0,2.0,9,False,,21.0,15.0,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
130,RLGC,mrl,"['python', 'jupyter', 'lab']",,RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000000,2022-04-08 07:12:43,90.0,33.0,5.0,138.0,4.0,9,False,,3.0,3.0,10.0,2020-12-23 06:10:29.000,V1.0.0_RC,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,
131,EV-EcoSim,steady-state,"['gha', 'python', 'university']",,ebalogun01/EV-EcoSim/,MIT,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,https://github.com/ebalogun01/EV-EcoSim,https://github.com/ebalogun01/EV-EcoSim,2021-01-13 18:55:38,2024-04-19 05:40:52.000000,2024-04-19 05:40:52,509.0,5.0,9.0,26.0,,9,False,https://ebalogun01.github.io/EV-EcoSim/,2.0,33.0,63.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
132,PowerSystemsInvestments.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestments.jl,BSD-3,Power Systems investment models; NREL Sienna.,https://github.com/Sienna-Platform/PowerSystemsInvestments.jl,https://www.nlr.gov/analysis/sienna,2024-02-29 21:28:33,2026-06-22 16:48:39.000000,2026-06-20 19:27:53,23.0,14.0,29.0,21.0,4.0,9,True,https://nrel-sienna.github.io/PowerSystemsInvestments.jl/stable,4.0,27.0,5.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,Sienna-Platform/PowerSystemsInvestments.jl,,
133,CIMTool-Builders-Library,intf,['non-profit'],,CIMug-org/CIMTool-Builders-Library,Apache-2,Publically available XSLT builders.,https://github.com/cimug-org/CIMTool-Builders-Library,https://github.com/cimug-org/CIMTool-Builders-Library,2022-09-02 21:37:09,2026-05-15 10:48:45.000000,2026-05-14 14:06:13,242.0,3.0,,10.0,7.0,9,True,https://cimtool-builders.ucaiug.io/,7.0,11.0,,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,
134,PowerfulCases,data,"['gha', 'pypi', 'octave', 'python']",,cuihantao/PowerfulCases,MIT,Test case data management for power systems simulation.,https://github.com/cuihantao/PowerfulCases,https://github.com/cuihantao/PowerfulCases,2025-12-27 11:33:16,2026-01-19 15:31:43.000000,2026-01-19 15:31:40,35.0,,,4.0,,9,True,,,,,2025-12-29 07:41:40.000,0.4.0,4.0,,powerfulcases,,,99.0,,,https://pypi.org/project/powerfulcases,2025-12-29 07:41:40.000,,99.0,,,,3.0,,,,,,,,,
135,ParaEMT,emt,"['python', 'lab']",,NatLabRockies/ParaEMT_public,BSD-3,Parallel EMT simulation.,https://github.com/NatLabRockies/ParaEMT_public,https://github.com/NatLabRockies/ParaEMT_public,2023-06-08 12:43:21,2026-01-15 20:05:30.000000,2026-01-15 20:05:30,137.0,47.0,5.0,96.0,4.0,8,True,,7.0,9.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
136,AMES - Version 5.0,steady-state,"['java', 'university', 'python']",,ames-market/AMES-V5.0,https://github.com/ames-market/AMES-V5.0/blob/master/LICENSE.rst,Wholesale Power Market Test Bed.,https://github.com/ames-market/AMES-V5.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2020-08-03 08:54:08,2026-02-02 23:36:15.000000,2026-02-03 00:01:26,122.0,9.0,3.0,33.0,3.0,7,True,https://www2.econ.iastate.edu/tesfatsi/AMESMarketProjectSetUpInfo.pdf,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
137,PowerSAS.m,phasor,"['octave', 'lab']",,ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2024-01-05 12:21:48.000000,2024-01-05 12:21:48,75.0,6.0,1.0,21.0,4.0,7,False,https://powersasm.readthedocs.io/en/latest/index.html,1.0,6.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
138,COLIB,book,"['gha', 'volunteer']",False,CRESYM/colib0.github.io,CC-BY-4.0,Collaborative dynamic library.,https://github.com/CRESYM/colib0.github.io,https://colib.net/,2023-04-06 07:41:08,2025-05-13 08:16:29.000000,2025-05-12 11:57:39,606.0,4.0,12.0,14.0,12.0,7,True,,2.0,156.0,116.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
139,DSS Sharp,intf,"['gha', 'volunteer']",,dss-extensions/dss_sharp,BSD-3,C#/.NET wrapper library for DSS C-API.,https://github.com/dss-extensions/dss_sharp,https://dss-extensions.org/,2018-07-01 04:22:15,2024-03-15 04:51:26.000000,2024-03-15 04:40:46,37.0,,3.0,12.0,,7,False,https://dss-extensions.org/dss-extensions/pascal/,2.0,1.0,12.0,2024-03-15 05:08:24.000,0.14.4,9.0,,,,61.0,0.0,3.0,3.0,,,,,,,,3.0,,,,,,,,,
140,OptiVerse,ops,"['python', 'volunteer']",,feyntech-opt/OptiVerse,MIT,A library with innovative optimization solutions.,https://github.com/feyntech-opt/OptiVerse,https://www.opti-verse.org/,2024-06-16 02:40:23,2025-02-15 07:06:51.000000,2025-02-15 07:06:51,69.0,12.0,,12.0,5.0,7,True,https://www.opti-verse.org/handbook/,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
141,DSS MATLAB,intf,"['gha', 'octave', 'volunteer']",,dss-extensions/dss_matlab,BSD-3,MATLAB interface to OpenDSS.,https://github.com/dss-extensions/dss_matlab,https://dss-extensions.org/,2018-07-23 03:17:34,2024-10-30 16:51:03.000000,2024-10-30 16:43:11,62.0,2.0,7.0,11.0,,7,True,https://dss-extensions.org/dss-extensions/pascal/,2.0,,14.0,2024-10-30 17:03:32.000,0.14.3-1,19.0,,,,1309.0,14.0,,,,,,,,,,3.0,,,,,,,,,
142,MPNG,gasnet,"['octave', 'university']",,MATPOWER/mpng,BSD-3,Simulator for Optimal Power and Natural Gas Flow.,https://github.com/MATPOWER/mpng,https://matpower.org/,2019-09-27 19:49:43,2023-09-13 12:15:23.000000,2023-09-13 12:15:23,65.0,5.0,,11.0,3.0,7,False,https://github.com/MATPOWER/mpng/blob/master/MPNG_User's_Manual/MPNG_Manual_V0.99a.pdf,3.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
